"wavelength" "Beo1sun00000" "Beo1sun00001" "Beo1sun00002" "Beo1sun00003" "Beo1sun00004" "Beo1sun00005" "Beo1sun00006" "Beo1sun00007" "Beo1sun00008" "Beo1sun00009" "Beo1sun00010" "Beo1sun00011" "Beo1sun00012" "Beo1sun00013" "Beo1sun00014" "Beo1sun00015" "Beo1sun00016" "Beo1sun00017" "Beo1sun00018" "Beo1sun00019" "Beo1sun00020" "Beo1sun00021" "Beo1sun00022" "Beo1sun00023" "Beo1sun00024" "Beo1sun00025" "Beo1sun00026" "Beo1sun00027" "Beo1sun00028" "Beo1sun00029" "Beo1sun00030" "Beo1sun00031" "Beo1sun00032" "Beo1sun00033" "Beo1sun00034" "Beo1sun00035" "Beo1sun00036" "Beo1sun00037" "Beo1sun00038" "Beo1sun00039" "Beo1sun00040" "Beo1sun00041" "Beo1sun00042" "Beo1sun00043" "Beo1sun00044" "Beo1sun00045" "Beo1sun00046" "Beo1sun00047" "Beo1sun00048" "Beo1sun00049" "Beo1sun00050" "Beo1sun00051" "Beo1sun00052" "Beo1sun00053" "Beo1sun00054" "Beo1sun00055" "Beo1sun00056" "Beo1sun00057" "Beo1sun00058" "Beo1sun00059" "Beo1sun00060" "Beo1sun00061" "Beo1sun00062" "Beo1sun00063" "Beo1sun00064" "Beo1sun00065" "Beo1sun00066" "Beo1sun00067" "Beo1sun00068" "Beo1sun00069" "Beo1sun00070" "Beo1sun00071" "Beo1sun00072" "Beo1sun00073" "Beo1sun00074" "Beo1sun00075" "Beo1sun00076" "Beo1sun00077" "Beo1sun00078" "Beo1sun00079" "Beo1sun00080" "Beo1sun00081" "Beo1sun00082" "Beo1sun00083" "Beo1sun00084" "Beo1sun00085" "Beo1sun00086" "Beo1sun00087" "Beo1sun00088" "Beo1sun00089" "Beo1sun00090" "Beo1sun00091" "Beo1sun00092" "Beo1sun00093" "Beo1sun00094" "Beo1sun00095" "Beo1sun00096" "Beo1sun00097" "Beo1sun00098" "Beo1sun00099"
523.32 0.121858476394355 0.138481044215249 0.148931839987516 0.163266786969414 0.168291880347053 0.156119677686722 0.145386655817844 0.13763505962508 0.176490561268855 0.183980843289563 0.195238813561546 0.192870083141218 0.189453650223088 0.171935910595216 0.211090654793952 0.241657367682289 0.242594767025072 0.233521586811143 0.238183405872662 0.247365520623762 0.235924452356845 0.224353349118999 0.220604061840043 0.212266844122292 0.207463695014798 0.198969078572769 0.184047272203347 0.181237068188652 0.182022772545904 0.174384160372131 0.173876757528848 0.171443736930352 0.175656394721839 0.177810234423157 0.161444546402499 0.13867929216492 0.137493981738865 0.150168259593377 0.154456523143688 0.164702926453807 0.186808796988229 0.221937514753477 0.246462194366103 0.257371192900002 0.267057099994982 0.293573548922142 0.314939748510195 0.356221543088344 0.382936277490734 0.350255252209773 0.304284091627223 0.25934966443774 0.223751910332829 0.217624810403011 0.269679398830106 0.367305903010393 0.382808169143724 0.382799916785351 0.382980483273786 0.306450686841299 0.294012532627469 0.29859280222439 0.30766824958901 0.312472864121364 0.319708787115874 0.318307834278176 0.310211925852081 0.26479533341864 0.245764015693129 0.243836357160009 0.264694588782631 0.299341933435635 0.333507891321571 0.341394569625644 0.352382690545329 0.33868242758608 0.287804968264893 0.281513141381744 0.306536989654837 0.268408002542355 0.223513641369413 0.174684972847231 0.133458624107986 0.131831701200837 0.149038847129645 0.207799472814663 0.241534349754256 0.209726204599495 0.202204940846351 0.207119054585106 0.207019641578515 0.213128152101565 0.211837726496597 0.223567915372305 0.242346393211663 0.24049817579395 0.224881472353311 0.226327018978895 0.217469642108023 0.215145377439682
523.78 0.125346502351501 0.142683228085622 0.153500481190767 0.169221199811757 0.173386339276847 0.159899254104308 0.149242519832701 0.142176655246722 0.181711607673738 0.188637672736112 0.202016177735154 0.199399505768858 0.195319485503613 0.176104972180884 0.218324537870154 0.248212913864367 0.24893883639667 0.241141341348463 0.244563727568273 0.254547763841152 0.243315963489147 0.230457711495745 0.226980431781364 0.219114522410326 0.213743068384528 0.206033831813899 0.190124750026285 0.186603597608943 0.186579359115201 0.179874259657992 0.180199697166317 0.177709014727721 0.179436482090325 0.182906198803821 0.165671269723487 0.144203331400384 0.142918426076895 0.15502869086971 0.159237070337352 0.168785832437966 0.193158253249832 0.227352261552658 0.253309496029355 0.265075066668187 0.276007181131891 0.301937739505082 0.323766861103381 0.366024163990892 0.382640211135048 0.359077059745263 0.312671870431179 0.268236052702235 0.23006634116168 0.224298403066942 0.276067873830164 0.378183336931092 0.382512329683236 0.38250409055012 0.382684329008042 0.316944698932906 0.30326673080693 0.308318541783242 0.317074458388252 0.321015617462742 0.329314507858804 0.327262645486757 0.316830279430699 0.273504626066394 0.252893618693503 0.249359027834012 0.272906107070621 0.306745903607796 0.340997951302557 0.351040164614638 0.363686369394381 0.349376680927007 0.295997028799757 0.29183569230526 0.315280499302416 0.277222840972103 0.230504124870219 0.18082056528213 0.13817158557455 0.135503545007318 0.154693102577389 0.213311833598092 0.248372233093502 0.21622282746337 0.208892650119927 0.212244552203802 0.212664791795392 0.220097163314222 0.218189555529129 0.230807209673626 0.248337304581829 0.246982401745315 0.230654326816389 0.23174943377065 0.223449429533012 0.221747273632472
524.24 0.127877020974073 0.14593576196511 0.157898655368046 0.172018800983358 0.176944171520523 0.164286328705333 0.152302140916767 0.144972533051968 0.186609136631539 0.193593689488133 0.206881602458366 0.202806934676348 0.198406853689592 0.179824849959689 0.221473488353664 0.253860872610691 0.253899843881213 0.244647386177553 0.251679138202992 0.259843862401412 0.248365774905236 0.235363337744886 0.233185490256932 0.223502106030849 0.218840292139227 0.209098398811075 0.193748359867249 0.189895173339836 0.188590669090704 0.183549831825762 0.182691578576954 0.179764563818086 0.184120450828186 0.187684966539779 0.169105808985492 0.146022869063907 0.145368394872096 0.158719652456669 0.16294640647186 0.173467455907213 0.197448444163204 0.232601135564068 0.257923845970956 0.270681323237114 0.280984606538571 0.308453900283317 0.331690542212111 0.37466964250599 0.382307065743976 0.367225641143494 0.318963715178018 0.273751752411782 0.235303562931981 0.228992093457587 0.282287130283096 0.382367185682926 0.382179383570222 0.382171156251803 0.382351108166886 0.321834892055409 0.309651844360346 0.3140428471728 0.323720001709627 0.328094288632943 0.336208287836183 0.333459537848889 0.325335902000369 0.278004632133881 0.257713601552143 0.255823197127905 0.276967033900866 0.314582827857344 0.348477374566307 0.359307169971902 0.371231244260147 0.355690492659399 0.300844097177148 0.296349331153861 0.321927537306643 0.281649906271159 0.234331545950374 0.18376935333336 0.141461578172018 0.137587636943613 0.156349707199163 0.218573827127187 0.254617470809837 0.219962731117477 0.212702915473927 0.218837800595479 0.218389372158905 0.226494088967808 0.222589682525366 0.235176868641675 0.253927441905571 0.253053460757509 0.236313100214188 0.237958042572877 0.228276571413187 0.226211461489278
524.7 0.128354855378837 0.14576962412192 0.156783822874099 0.171855158215336 0.177012350918311 0.163292591267961 0.153341175171236 0.145522642998095 0.186047618647867 0.194511860882069 0.206616971593172 0.203699849031251 0.199963584857241 0.180140082899157 0.222068014440007 0.254384444166903 0.254102608746847 0.246848527416459 0.251422482630659 0.261101547579637 0.249329466325528 0.236488834237621 0.232350350103202 0.223701441270142 0.219234109134822 0.209197537561735 0.193818552822151 0.19036431288526 0.190365210123319 0.183711509185913 0.182841569345809 0.180017376653456 0.183449359886746 0.187805052104609 0.170009702700326 0.14626987395651 0.146053873963452 0.158297728613477 0.163047202115968 0.172809856842821 0.197213144119978 0.231435733245025 0.260159497729955 0.271454604369272 0.28183955357085 0.309691828196541 0.331801758141522 0.374691462564813 0.381179945438492 0.365644039961254 0.319425590610233 0.27386447327452 0.235217726823886 0.228531221969629 0.282494662502269 0.38124000677693 0.381052412930018 0.381044197735908 0.381223953028691 0.322436765725657 0.311446531198636 0.315502611105828 0.323585995162585 0.327279686100262 0.336542985066191 0.334265305144856 0.325849900870357 0.277525583623421 0.258979045791865 0.256280906583982 0.277367030359449 0.314692231831356 0.350223417016511 0.359256567489886 0.370878000263475 0.355228244320558 0.301149396056351 0.296037434007229 0.323380175001854 0.281954997155735 0.235362045463389 0.183336422156943 0.141552739420493 0.137903889293964 0.156004921631726 0.218201185336545 0.255531865666093 0.219785004955143 0.213266471319039 0.217983365098856 0.218758228232307 0.225832843143078 0.22386888928533 0.234944568436678 0.254560014784615 0.253083872768037 0.236443029787676 0.237690819687604 0.228827548729406 0.22858226596584
525.16 0.126533861238783 0.144215626494696 0.156273123393748 0.171984091803356 0.174516506382327 0.161621633437546 0.151873048644155 0.144601950902435 0.185231283946695 0.190626188288925 0.205267597644303 0.201348269688431 0.197975338501734 0.179723840568998 0.219553811519784 0.253149011532196 0.251981001392708 0.242864996509426 0.249001399083384 0.257871378703266 0.248289337011546 0.233387251214869 0.229568306644685 0.222764564914156 0.215902131136383 0.208728642166001 0.192391854327146 0.188560784557423 0.188411883868234 0.182052614347576 0.181647562941821 0.179558137635092 0.18248913951828 0.184866964827023 0.167785490601939 0.144915970717665 0.144786948027595 0.156972050393963 0.161185910378224 0.172035063497955 0.196058180419132 0.230438504375546 0.257324225609718 0.269133679840163 0.278947905647968 0.307002734544828 0.329060228491535 0.373092328928228 0.379888188859669 0.364840252370683 0.316290325955311 0.271897855101293 0.232306752948455 0.227414233800869 0.280969799448796 0.379947972221252 0.379761230874101 0.379753051129411 0.379931987563652 0.320308557703076 0.308122923996281 0.312043543094545 0.322364141719846 0.327011687057159 0.333247130595035 0.331194557643614 0.321455545972436 0.27637061947593 0.257588282709194 0.254793983144931 0.27517827054626 0.312315634227514 0.346366406433732 0.356162099388128 0.369663093855061 0.354199461596352 0.299235695804512 0.293386688531794 0.320846754585445 0.279770165330314 0.233566604813034 0.18243276610273 0.141900867167682 0.137165568655211 0.155941617986151 0.215681447702868 0.252336905504245 0.219541158017304 0.211810287931743 0.216889491071208 0.214975103195311 0.223052924643924 0.220909692861082 0.234972145391822 0.252780974776749 0.25115229081481 0.234750278111675 0.237078060405875 0.226095378724399 0.225332623477373
525.62 0.126284182812333 0.143456068620007 0.15550831770337 0.168949624097739 0.173734823441294 0.161975741272849 0.149599905444533 0.143032773270464 0.184296546324266 0.191121747020496 0.201711359293012 0.201030657982998 0.195508367826118 0.178440189610903 0.21641746704828 0.250942969757235 0.250886032720766 0.241378431520898 0.247265903641259 0.257166892764371 0.244326497953386 0.233426238856744 0.22792605540672 0.221477713360265 0.21525879926995 0.208744826477497 0.191094288929698 0.187491857445257 0.188209865579915 0.181649735735529 0.180312046222816 0.178125504820684 0.180549345427181 0.184517955608015 0.167189480545006 0.144646399957228 0.144750557539887 0.156446954284969 0.159015673365141 0.170375688165769 0.194762843505542 0.227276655757442 0.255342628458794 0.267227791831096 0.278431914987992 0.305518174045931 0.326361097042239 0.368313170364877 0.379570210786727 0.362581648396592 0.314062350485645 0.270720042434298 0.231991533843984 0.226065442071851 0.279070497179987 0.379629954524446 0.379443339105061 0.379435165136715 0.379613981119838 0.317857409638143 0.304837666621214 0.310387176203962 0.318134733570511 0.322860588154479 0.332394165900958 0.327665084266335 0.31924879149877 0.274315625731823 0.255299831701079 0.252943151805981 0.274485337099998 0.311291548625114 0.344135503666735 0.353772839034785 0.365132781411504 0.349902129477058 0.295624292293148 0.29306626333755 0.318285304644489 0.27963273622884 0.232077945886081 0.181208316715316 0.13904981868713 0.136626712333659 0.154357952287335 0.216077615160205 0.249060946466158 0.217488681001765 0.209284484062779 0.215086287898585 0.214250722365223 0.220276290116973 0.219580712892677 0.232448694092223 0.250505298742633 0.249841354948509 0.233070087659694 0.234513348098011 0.225190477006801 0.224005077981081
526.08 0.123523772158479 0.140670789380874 0.151504090399825 0.166205819255482 0.169209374316411 0.157987861730893 0.147281802991324 0.139900298023946 0.179904249320975 0.186284490878941 0.199369334325999 0.195617002228491 0.191915540017182 0.172586546005762 0.212977462044232 0.243668299039344 0.243821320897324 0.236644527340084 0.240830988989784 0.249154975729915 0.238492217647857 0.22799785206425 0.223229592685009 0.216242448037955 0.208407661795246 0.201425940781033 0.186966449970217 0.184002978442187 0.182661251891252 0.17720379965474 0.176527614693206 0.17333789259471 0.177588999182423 0.180913450432428 0.162574657955632 0.141851673701466 0.140053949131247 0.152642489598575 0.158144793943405 0.166787827993532 0.190100211343085 0.224386184874587 0.249883361318113 0.261340771293322 0.27074905177072 0.29726809222792 0.319212505726185 0.359983752894449 0.378821715845729 0.352508734911068 0.304921666676262 0.263799143071133 0.226561952610434 0.220272452265874 0.270975635420421 0.372281482661163 0.378695063540163 0.378686904026995 0.378865412675117 0.309879535042906 0.297451511168634 0.302569153027965 0.311767026941676 0.315050584752949 0.324092670412095 0.319971264368162 0.313780782435419 0.268451353582933 0.249274333348044 0.247116645977907 0.267417393171916 0.302750222256791 0.335709991537616 0.346400328637667 0.357439438642074 0.341989275984823 0.289984320699609 0.283976596741234 0.310403025023262 0.271638442098536 0.225669467229411 0.176924985395737 0.136478320199265 0.134092348791153 0.150504784078781 0.21039667186418 0.244162693067959 0.213687256143179 0.203791170019483 0.210017721991761 0.210182826618126 0.216133263567773 0.215257458552002 0.227225884630955 0.245424502672253 0.24478814334572 0.225685525376556 0.228828348426934 0.220912574491647 0.219006603897413
526.54 0.117769185649236 0.133591127628599 0.144418099396089 0.157281345455321 0.161694343256722 0.150174063511445 0.139840576685156 0.133748690362746 0.170969151596496 0.177242989424745 0.18877137500582 0.186088681754192 0.182927435823451 0.165812245291972 0.202220662368497 0.232804579361565 0.233152099772649 0.224821060248497 0.229169903016244 0.238554036997013 0.227207792948505 0.216418256789107 0.21224438640118 0.205129655509872 0.200693625087465 0.1934402038064 0.178698826365716 0.174378416420247 0.174305168842712 0.16852147216491 0.167363719249576 0.165980308954228 0.168793204765272 0.172631070659873 0.155955328992811 0.134593839709799 0.134126043046194 0.146080029463046 0.149565655780885 0.159331749541965 0.179893581356984 0.212979100793027 0.237830334031967 0.249366086028367 0.257905987397162 0.284331120438779 0.305556282652334 0.344357802096117 0.374870429345645 0.337944239508379 0.292781822305955 0.251070647758766 0.216447522492705 0.211110997355629 0.260039043371328 0.35459054180978 0.377319718231652 0.377311590590785 0.372106638141205 0.295509397315283 0.285358125001742 0.288744876057443 0.297245852811881 0.301762312962027 0.309293818491907 0.306663973142921 0.297755301873508 0.255370996064727 0.23771882428611 0.23473176410294 0.256269435241179 0.288758464540922 0.319992548503995 0.330832907247518 0.340980956302845 0.327413658218635 0.275850960728831 0.271675122195803 0.295152156739942 0.259965810127826 0.216720898245361 0.169451793766099 0.130536839732163 0.126767607969415 0.143663345061979 0.200008076677905 0.23313767914455 0.20263776318537 0.195086986545222 0.198704002775673 0.199640211164881 0.205002730511485 0.20487003421337 0.21664892474566 0.233053043359621 0.231747266528604 0.216674151441028 0.218207907381881 0.209057484861363 0.209666358673592
527 0.115172363439799 0.131018602067659 0.140975968041041 0.154798938659973 0.157768911283658 0.146949475500331 0.136501163936853 0.129764605893462 0.167955083676905 0.173457166793547 0.184443881235842 0.180983207055137 0.178078002953571 0.161618645232701 0.198691588965764 0.227110410876917 0.226627235583306 0.219339565499652 0.223844856738527 0.233484947599228 0.222459443792528 0.210712187967835 0.20803650352146 0.200336061759065 0.194862310264807 0.188790572445148 0.174638061817015 0.170242337807034 0.169682950991353 0.165340571185157 0.164400438643133 0.160559095550507 0.165156984770679 0.168751818058895 0.151977498606181 0.130922333707762 0.130746543152098 0.141866615534537 0.145964409246499 0.154561667917204 0.176860237762888 0.208151336260883 0.231088286786362 0.241258507050093 0.250812884726778 0.277450561370389 0.296013934549932 0.335569611808779 0.367347371129884 0.32771819866778 0.284642606125141 0.245037255559278 0.210903902777552 0.204417602329067 0.252704564111288 0.343627152105665 0.377092268000843 0.377084148412126 0.360758804591713 0.289231464794664 0.277358086558036 0.280372477109479 0.287798552071991 0.293443895111195 0.300595694547308 0.298355176536011 0.292343374449013 0.250161199771831 0.231978315272681 0.231429413362431 0.248801611409953 0.281561278716602 0.311581488783132 0.320734389778573 0.331655116783038 0.319114797464701 0.268507377674541 0.265049544004011 0.287736560279356 0.253094522628138 0.211988926001407 0.164333094945523 0.126078394258381 0.123721221708863 0.140868052113805 0.194874577184811 0.226807617708192 0.19767068932575 0.190662365114828 0.195288608807226 0.195073131547128 0.202251893235861 0.200164346534684 0.21064226853002 0.2294523877801 0.226841971087034 0.211954804397335 0.213446800037897 0.204664529195111 0.203538721332372
527.46 0.117432209970967 0.135477951639018 0.145023909667899 0.158838999690013 0.162726467434967 0.150888784024173 0.140154042650405 0.134361457899879 0.171861766695299 0.177825978521695 0.189916125347 0.187477739626562 0.184907268089832 0.16548200108627 0.203793446821404 0.233846280557134 0.234035927708683 0.226530845856495 0.231134008336105 0.240593132614777 0.229154534507232 0.217696674076608 0.213451919639195 0.205839419626864 0.201271796747627 0.193139966488821 0.178693501513174 0.176130401352919 0.173844173409148 0.169158569675586 0.169133788036236 0.167493352233345 0.16966373037599 0.171747976190997 0.156632458190303 0.134944714896041 0.133937818206152 0.14599489906932 0.15123995810561 0.159220276327484 0.182623638212822 0.213141740938887 0.239081104339191 0.249851195240357 0.259745334216631 0.284442837344994 0.304117927076024 0.34555165316217 0.37705167790842 0.337453973475887 0.291883097908953 0.251338101158602 0.216880711344772 0.211607357723262 0.259620744156007 0.354080936785015 0.376925725557183 0.376917609725 0.372355422752205 0.295687492731276 0.2835262426303 0.288856384925919 0.297485326400705 0.301284268536334 0.309412551199679 0.306959682337263 0.298006809356182 0.257853755902044 0.238382934854819 0.236962822540851 0.256206097036089 0.288837989960057 0.321012458142339 0.330103139303102 0.341666836478473 0.328462299208896 0.277614611910631 0.273156553678667 0.29819772251793 0.259890637048507 0.216853262698725 0.169921605140792 0.129942651278661 0.127473426942909 0.145110782522502 0.200207572241121 0.234002642937973 0.203736755948759 0.195566620333437 0.200006225907144 0.200026840119682 0.206909839999081 0.206689942768465 0.216424625783123 0.233571692125876 0.232292748698007 0.217726883310444 0.219152494188317 0.209924823644042 0.208578984457069
527.92 0.122593846008943 0.140222113778867 0.151010329772873 0.16550104908693 0.16847400784544 0.159054428044337 0.146621506166334 0.140252126567806 0.180073162655429 0.186595070128645 0.19731553693618 0.194548666252783 0.191032148228727 0.172830903551215 0.211935123246736 0.245143567650458 0.243359884582116 0.233474486555865 0.238932700433496 0.250173529254951 0.237166889731428 0.226169266840491 0.222729498778943 0.213907287430081 0.209568438432078 0.200806483342303 0.186499944791096 0.182481121306052 0.181760768302685 0.176101882086208 0.173986676078712 0.172267920359996 0.177283681708423 0.179977964331667 0.162474569789299 0.140714020023455 0.140089250481147 0.151475312479062 0.155674096779567 0.164853105416306 0.18870634634309 0.222275046162362 0.246628248477765 0.259498971474773 0.269534034547176 0.297060428567315 0.31762953417379 0.3561232159641 0.376010202648654 0.351490358908911 0.304542923408124 0.263667892491013 0.225822519005015 0.219245788301517 0.269580917654868 0.367244493200681 0.375884608793876 0.375876515836626 0.376053525204958 0.307204770230297 0.297018979827998 0.301219984022744 0.309593959238657 0.313418979953148 0.321515895803572 0.319258335718645 0.310383011568608 0.267623224190126 0.247501080797452 0.245853285686332 0.265943915187092 0.30032695121501 0.333523594178365 0.342180774887236 0.355626769270391 0.340227801970435 0.288681717503845 0.283054601327101 0.307819689925031 0.269946079277657 0.225131289849714 0.176686501930829 0.135912221099101 0.132107146452687 0.151139755863077 0.209151212478104 0.244253344450237 0.212315048967906 0.204016327031513 0.208364578891279 0.208690130809429 0.214622342665829 0.214340054153155 0.225635491626862 0.244364041820075 0.241829784532411 0.225604396967985 0.228271445968348 0.219080831172553 0.216447932808589
528.38 0.126437363447908 0.14391154638477 0.154155109276373 0.169988180295436 0.174220795641389 0.161313597591369 0.151152730713229 0.143049959953181 0.183544435107838 0.190863549949167 0.20269218366435 0.200077912077655 0.197666594353715 0.178292764305677 0.217273654944991 0.25003981372398 0.250500843323315 0.241125013978129 0.246963078868993 0.256898468638751 0.245465498054547 0.233055570999596 0.227989083084452 0.220002908899306 0.214911432421775 0.207049498189018 0.190725252744543 0.188759471730851 0.187162321734951 0.181049532986558 0.179738617878569 0.177514318868819 0.181511758962541 0.185038967384105 0.166403043071501 0.144209481705378 0.143505672664593 0.155893896675056 0.160259885388598 0.170007893428227 0.195090548201456 0.227653150518205 0.254025725875527 0.267061652452287 0.277605590261708 0.30397197313711 0.326117661722417 0.368563056383875 0.375249428961656 0.360430518410732 0.313320779918655 0.269228735546804 0.231447901234584 0.225603501591188 0.277665192814651 0.375308494465315 0.375123998147637 0.375115916649366 0.375292702056644 0.316697029894841 0.304983063656258 0.308907767780001 0.317763323024162 0.321907006497463 0.33042165834411 0.328700377089077 0.31968295469941 0.274575484111633 0.254463487606737 0.252574077398185 0.27346694921375 0.308978767038788 0.342951675218834 0.352382293879693 0.363691046596781 0.3501445402232 0.296259616900903 0.290340424182813 0.316864694386307 0.277858955386574 0.23120116386399 0.180982142400105 0.139073156180054 0.136814997505653 0.154193125412374 0.21465589805761 0.249571814600272 0.216369435581818 0.209715585595171 0.214304610725946 0.214480927288673 0.220581262014767 0.220023992698311 0.231436267420539 0.250527964257975 0.249486140289153 0.231706114142141 0.233478666001522 0.224175018685316 0.223452486513635
528.84 0.129275531356343 0.146526009065118 0.158605813991665 0.172377326754029 0.177826272595418 0.164511133425508 0.153037737087627 0.145646948806528 0.187359910790588 0.194928464087841 0.206547841832698 0.203532095122715 0.200794370383776 0.180679515246811 0.222145115846392 0.254483066003916 0.254079866447465 0.246666370075153 0.250506913884606 0.260693448634003 0.249608581410091 0.238132411858957 0.232133507832989 0.224162759243217 0.219970131247471 0.21096528748491 0.194771799309183 0.190654671340286 0.190945312310555 0.184085264662852 0.18315644312138 0.181511110255296 0.184128895472585 0.188034574554215 0.169823248102963 0.147217774740458 0.145278215076111 0.159619056887668 0.163244552085024 0.174173246209484 0.198696306159451 0.232498628390079 0.259912943873322 0.272653077678493 0.283462217750201 0.309669176204275 0.331816170324478 0.374493715443636 0.37437004181232 0.367829567516722 0.318794690071025 0.274609579954235 0.235879191696138 0.229554921823366 0.283667805240327 0.374428988249224 0.374244867994472 0.374236803460178 0.374413228893418 0.322696336146918 0.309997227999075 0.315949106590609 0.324380538429403 0.328272206892453 0.336805095751295 0.335159970209678 0.326458211183445 0.280421793228249 0.258645413908618 0.257773349348802 0.27930147074762 0.315032131409204 0.350526626549557 0.358514327351276 0.372253291457424 0.356986184203883 0.301369410512944 0.295585640155452 0.32225771948507 0.282953389984715 0.236033674480561 0.183790444585678 0.142580894652508 0.138987954168414 0.157815519449704 0.219228674153173 0.254431453924088 0.22190835503878 0.212039204604146 0.218615821176111 0.218437058070128 0.225283970286299 0.224439676914011 0.235635707473157 0.255702596246711 0.253721542379417 0.23612484769456 0.239327184531287 0.228964656144745 0.227055004300505
529.3 0.130349281581197 0.148783670585239 0.158265601686463 0.174440370741454 0.179202453762555 0.16665708417758 0.154383836783643 0.148280856959399 0.189398079858912 0.19573040464631 0.209547000224773 0.20493780040146 0.20221028727969 0.183087985898895 0.224682088847071 0.258218856175608 0.257771857791749 0.248492016208915 0.253918784987915 0.26342007233467 0.252411180794176 0.239863124351079 0.235204045452343 0.228038464545158 0.221675432135653 0.21254622700581 0.196332199736475 0.192411771667952 0.193348558920143 0.18609687800394 0.18649565016221 0.183372593297452 0.186054449973206 0.18972137797953 0.171919970739389 0.148360525021702 0.148499648539832 0.160839795044728 0.163887060449025 0.175218423114844 0.199399303636988 0.234943443087835 0.261871018232222 0.274148923695151 0.286175232550592 0.312405907104982 0.336763503163154 0.373966480020137 0.373843071269681 0.370818522373495 0.323393944506717 0.277551446797063 0.237888343770411 0.232027958834399 0.285347191071398 0.373901888564677 0.373718161825447 0.373710113335149 0.37388616045035 0.325602443073001 0.313718958315423 0.317338708231872 0.328234064450257 0.332894535902119 0.341831538663177 0.338296341525331 0.328587734969247 0.282303264040229 0.26208717217273 0.259305895818971 0.280570474458733 0.316684274040452 0.354152936350446 0.364036197078682 0.373958787549155 0.360477953862252 0.305499828174365 0.29844305450236 0.324763136686489 0.286516703319394 0.239188401829767 0.187049379757486 0.1441174986066 0.140348427538512 0.159914660577576 0.220729690254562 0.257726280012908 0.224314888716394 0.214834985375099 0.219788089113349 0.221313890392218 0.227680521799577 0.227180092814769 0.239116364080431 0.258769234127569 0.257306771940786 0.239016493171857 0.241156522826498 0.231994181226909 0.229243697980357
529.76 0.129492375604244 0.146273738663919 0.157679409709585 0.172940080070756 0.177483514827494 0.164098221887367 0.153017772616554 0.145396873153992 0.185949438442426 0.195731658144524 0.207116670533856 0.204088821498991 0.200060796161976 0.181156779005836 0.222780097167011 0.254489138038465 0.254760019217028 0.245498574584955 0.250371498165781 0.26101892790189 0.248514404196098 0.236381237568782 0.233653212178523 0.225048883485576 0.218807051769378 0.21038460745796 0.194793036052007 0.191952777209483 0.191147797652306 0.184401649089768 0.183573050638493 0.181367488204899 0.184801063239204 0.188040972885152 0.17033660580526 0.147181516898842 0.147344716308201 0.158653409238919 0.162652277365604 0.174078006730968 0.19822107133528 0.233255439259234 0.258992668844644 0.271124441741074 0.28333564483966 0.309121893904506 0.332642573085335 0.373836048689138 0.373712689423591 0.368982985533501 0.319019488253291 0.27410617932189 0.236210006259476 0.23048006618386 0.28322401345546 0.373771482940288 0.373587829782921 0.373579784426735 0.373755760878959 0.323191932784739 0.309588899189375 0.31325005054815 0.323274266970457 0.329252449503781 0.336484106794157 0.334446823280825 0.323837493846403 0.27904927459055 0.259844951817123 0.257141999468356 0.278096470670165 0.31489726264306 0.349608055303536 0.360184626361295 0.373034686875602 0.355687205312782 0.301103356669797 0.295873327266907 0.322060595050839 0.28368317233903 0.235938936973558 0.184696523741438 0.141252188467028 0.139278905581935 0.158099982327439 0.219155025963162 0.254318115479072 0.220453855851261 0.213793099822522 0.217630404155362 0.218241022235528 0.225675621806306 0.223531877972573 0.236017089432466 0.255101673682358 0.252836373710721 0.236473889010566 0.239450009813438 0.229728762557434 0.22820340123128
530.22 0.128648411167458 0.146867336136209 0.157149864699992 0.172282622006831 0.17728308094874 0.164038821762313 0.152295900196237 0.145550789007113 0.18610454496859 0.193579822084304 0.205156266972112 0.202905774030367 0.199513359487401 0.180308568662091 0.221271433660531 0.253793751663386 0.253423529435448 0.244403999733668 0.249161956855495 0.259734381442232 0.24881917798844 0.234802995972906 0.232142536154631 0.222814831573464 0.218385336961694 0.209214927993624 0.194739693360573 0.190183563386455 0.189846765649462 0.183897112760605 0.183896681788168 0.179980540711676 0.184393937514018 0.186641455001477 0.168702480017517 0.146487538967179 0.146608193765798 0.159202457659444 0.162923108994242 0.172351023403405 0.197916653030286 0.231477442870085 0.256869043564744 0.268977438229366 0.281975776229084 0.307080464149531 0.329324438762461 0.373150710904397 0.373027533245382 0.36571125472007 0.318174643316511 0.273342372472345 0.234332539098104 0.229610809303273 0.281156106064068 0.37308624166428 0.372902859282065 0.3728948263344 0.373070543832524 0.321209491583206 0.309043861115759 0.312496489332988 0.322467373135594 0.327080843366497 0.336537200610245 0.332570631518968 0.322934388655741 0.27823359105028 0.257990093914065 0.255053469679842 0.277193801338977 0.314033306151449 0.346179436331309 0.357093746408282 0.370264100102143 0.355137118612793 0.300418759935389 0.295741440702823 0.319482961832267 0.282550417753259 0.234586222112262 0.183732059496121 0.14209255470589 0.138766687348465 0.157169474510447 0.218013046571487 0.253767465230747 0.219570258048564 0.213341799558447 0.218010634067486 0.216958042300184 0.223931361849758 0.22407281252714 0.234857728786223 0.254977082453503 0.252407280212085 0.234339990222553 0.237897168106654 0.227372553100626 0.226310977007792
