"wavelength" "Beo1leaf00000" "Beo1leaf00001" "Beo1leaf00002" "Beo1leaf00003" "Beo1leaf00004" "Beo1leaf00005" "Beo1leaf00006" "Beo1leaf00007" "Beo1leaf00008" "Beo1leaf00009" "Beo1leaf00010" "Beo1leaf00011" "Beo1leaf00012" "Beo1leaf00013" "Beo1leaf00014" "Beo1leaf00015" "Beo1leaf00016" "Beo1leaf00017" "Beo1leaf00018" "Beo1leaf00019" "Beo1leaf00020" "Beo1leaf00021" "Beo1leaf00022" "Beo1leaf00023" "Beo1leaf00024" "Beo1leaf00025" "Beo1leaf00026" "Beo1leaf00027" "Beo1leaf00028" "Beo1leaf00029" "Beo1leaf00030" "Beo1leaf00031" "Beo1leaf00032" "Beo1leaf00033" "Beo1leaf00034" "Beo1leaf00035" "Beo1leaf00036" "Beo1leaf00037" "Beo1leaf00038" "Beo1leaf00039" "Beo1leaf00040" "Beo1leaf00041" "Beo1leaf00042" "Beo1leaf00043" "Beo1leaf00044" "Beo1leaf00045" "Beo1leaf00046" "Beo1leaf00047" "Beo1leaf00048" "Beo1leaf00049" "Beo1leaf00050" "Beo1leaf00051" "Beo1leaf00052" "Beo1leaf00053" "Beo1leaf00054" "Beo1leaf00055" "Beo1leaf00056" "Beo1leaf00057" "Beo1leaf00058" "Beo1leaf00059" "Beo1leaf00060" "Beo1leaf00061" "Beo1leaf00062" "Beo1leaf00063" "Beo1leaf00064" "Beo1leaf00065" "Beo1leaf00066" "Beo1leaf00067" "Beo1leaf00068" "Beo1leaf00069" "Beo1leaf00070" "Beo1leaf00071" "Beo1leaf00072" "Beo1leaf00073" "Beo1leaf00074" "Beo1leaf00075" "Beo1leaf00076" "Beo1leaf00077" "Beo1leaf00078" "Beo1leaf00079" "Beo1leaf00080" "Beo1leaf00081" "Beo1leaf00082" "Beo1leaf00083" "Beo1leaf00084" "Beo1leaf00085" "Beo1leaf00086" "Beo1leaf00087" "Beo1leaf00088" "Beo1leaf00089" "Beo1leaf00090" "Beo1leaf00091" "Beo1leaf00092" "Beo1leaf00093" "Beo1leaf00094" "Beo1leaf00095" "Beo1leaf00096" "Beo1leaf00097" "Beo1leaf00098" "Beo1leaf00099"
570.1 0.166623981666249 0.160800050069411 0.172120024825067 0.183903027060471 0.194214863122721 0.197405741708776 0.195190349503298 0.184821279639985 0.175255804157247 0.174310966234956 0.170995061316127 0.170996966550816 0.177219147828247 0.191818806674661 0.20625855954771 0.21158631732791 0.207786626143431 0.193186863440722 0.186812929410786 0.183512224567058 0.183800801092401 0.189028860784318 0.197934827102442 0.207526949765377 0.214116135911205 0.217928065731237 0.213733401286494 0.212036437774092 0.206513319521554 0.205836546836417 0.212060114252981 0.215770090046362 0.214420440788195 0.213081166822532 0.208246497227977 0.19763497338973 0.200104896839549 0.199322463012941 0.19870243015873 0.196482069077215 0.191242327801796 0.201173653681047 0.211705314294586 0.214279748792643 0.220181971259786 0.222111525525672 0.206972322133073 0.193816752520952 0.19358418859321 0.194668221329308 0.191739102337222 0.209265630138774 0.216334828413958 0.221122298912547 0.21501545868464 0.209590718463957 0.191564737950435 0.184640394436043 0.180535670896388 0.187136552244594 0.191413085160096 0.214140329112791 0.218878214932861 0.213840716913374 0.204255213044204 0.197257304570862 0.188933960692689 0.19113060482787 0.197994124061923 0.202046640622057 0.213502307877534 0.218580339877739 0.219266876307858 0.20622263407982 0.202356584104778 0.198901389648349 0.200392250145063 0.200344621465539 0.212728506791994 0.222396630005835 0.227953853137572 0.224662519406413 0.217296490788133 0.212648046311506 0.20416118449234 0.200376839495103 0.202467670053721 0.209613814904632 0.214154215153742 0.21064318420718 0.207587441966177 0.205495043148886 0.199924898783652 0.200731497963431 0.201571289361261 0.204548807428778 0.215453927313781 0.222871445858129 0.233697224477912 0.239338217936367
570.56 0.16472586829499 0.157184336877351 0.167761110874595 0.180194286182848 0.189538006215778 0.194725933620993 0.191163878828405 0.181070536719271 0.173300272502813 0.171015787780441 0.168793349930083 0.16804262593948 0.173748923629987 0.187550185584702 0.202458897869218 0.208605395618084 0.203647003042271 0.189788564541805 0.183917494160816 0.179810369731321 0.179529376318533 0.184394730040908 0.19490895970924 0.20372828390159 0.210842000065574 0.213706576264831 0.209348434282658 0.208422885960914 0.20265139350701 0.201804351982902 0.207826621116826 0.211769010898945 0.21023977701861 0.209106467716702 0.204707394189853 0.194393551369156 0.196555022643619 0.195541922074347 0.194590841074716 0.193644179929257 0.187756497462935 0.197836875312349 0.209031234928216 0.210261592248432 0.216691845928312 0.218362678747689 0.203181228831866 0.189523831094629 0.190450605528031 0.191004218019386 0.189597977043061 0.205862513849988 0.212768022945753 0.21786448297268 0.21012824432473 0.204992601825571 0.189346527602585 0.1817464958152 0.179111321324867 0.182913272687455 0.187965513744691 0.210989147454397 0.214625259270881 0.208421883785498 0.200746574348218 0.192229979963531 0.18564982378445 0.187545515320057 0.192791701911941 0.198167341982373 0.209459032093212 0.215392363345923 0.214866964438479 0.203203216777795 0.198136970490144 0.195255733666706 0.198036776064764 0.196193561211905 0.20821883312701 0.220116339303704 0.224702322847246 0.22248808774908 0.213547405472542 0.207814841350343 0.199778923052839 0.196820416169742 0.198603580392841 0.205461837371724 0.209773228095039 0.207944465994461 0.203621330785257 0.202305248928136 0.196281136961892 0.198007953471364 0.198767195544509 0.201089215188128 0.211487514123397 0.219248947606316 0.229560870554184 0.234737767344343
571.02 0.161521235676302 0.155754335330763 0.165518250825091 0.177349981998643 0.186428151740877 0.192807874500916 0.188938273699772 0.17816999488764 0.168380872035613 0.168951262976182 0.166253048517313 0.16494349631155 0.171412580472609 0.184824556983907 0.199254740348413 0.205192448495761 0.200675092502465 0.187608567085552 0.180080498978307 0.177512373248376 0.177330890686493 0.181656035540346 0.192224954728015 0.201803247637724 0.207308778323209 0.210012898784304 0.207904870868536 0.20586370577167 0.200159338134419 0.199635910498642 0.204470516394729 0.208832183410402 0.206110350044961 0.206016474170632 0.202007163936467 0.190307148417596 0.194968824355597 0.192280133879471 0.191341395423476 0.190113297673504 0.185290559369271 0.195049667646936 0.206532807089839 0.206918950263869 0.213245731816882 0.214696008949376 0.199725634742685 0.187731677978746 0.186514694020148 0.187161597961206 0.185558358380727 0.201784816414851 0.209444423184635 0.215083141362312 0.208304437304177 0.202197323466956 0.185927015979682 0.178712846103009 0.176317881675514 0.180651034925294 0.184442896702062 0.20748927120728 0.211612416347131 0.206342573717022 0.19828425865565 0.188856300661027 0.183456900639661 0.185871010614568 0.190974989039072 0.195290875395713 0.204851128460536 0.210695433868274 0.212223026840375 0.201139391590604 0.194977316994779 0.192194112502609 0.195704926727573 0.192597878585851 0.205966704613559 0.216598558233006 0.220937386609043 0.218804643093725 0.209876370156336 0.205189345583015 0.196933962463727 0.194367555390963 0.194776680938284 0.202621445551031 0.208117189025837 0.204253606291863 0.200989085652669 0.20015865395258 0.195028361759916 0.193832196067377 0.195245531687143 0.197603110700562 0.208288494534463 0.216880750086798 0.22665553908686 0.231033451095352
571.47 0.162074172396091 0.15744596989567 0.167453318966057 0.180472498836774 0.188547701861824 0.193886610598582 0.190745274306676 0.180752576419031 0.171238874140833 0.17068204785064 0.167183484706204 0.167267876226203 0.171803006218806 0.18711343130493 0.201526844436017 0.207032296448474 0.202040641714747 0.188654185626663 0.183230294478572 0.178967247374287 0.178603372091646 0.183740880663211 0.193269764570487 0.203493565214283 0.209906221067425 0.211875920462283 0.210514460775186 0.206860965445647 0.202404981857888 0.200994705905895 0.208398579247434 0.210548191338947 0.208934948775136 0.207276403298064 0.204227683129904 0.19343196217204 0.197156540923523 0.19483619299785 0.194334846154841 0.193048933861997 0.188550089795243 0.195558049240763 0.208715360789099 0.208492827587412 0.2147600280416 0.217720336467609 0.20204864673624 0.188882763436811 0.189604656753343 0.189925472758109 0.187144725471081 0.203776289399468 0.211726359273726 0.217193926474148 0.211043342131059 0.204847807142577 0.188406075992536 0.180832066761251 0.17792032086025 0.183658078432454 0.187035857892285 0.209074998789996 0.213947977746003 0.208323655757015 0.200610625641049 0.191778544762532 0.184952098356462 0.185995492027201 0.19326227872888 0.197762879367162 0.208847108229245 0.213371141107429 0.214447441039506 0.203085339713325 0.196575440373874 0.194383230765834 0.197309561363464 0.195549174786774 0.207494730118493 0.217297893296418 0.222606670405835 0.220572431387821 0.211834312743557 0.207012426299236 0.199447553766476 0.195347843162741 0.197898805534327 0.204792684509274 0.208479494482829 0.206332299020912 0.20384950581266 0.201534756007835 0.195775780670784 0.195328849321208 0.196805089943823 0.199349324865504 0.210255470813286 0.218954797964653 0.228652469935542 0.233097886662038
571.93 0.166402094658803 0.159370585917859 0.170400146713134 0.184106508650866 0.192984483473799 0.197194186679956 0.195003759621933 0.183293533784544 0.174572059326969 0.174494095502884 0.171212217933137 0.169781371695227 0.176511062824665 0.191417806974832 0.205356480495742 0.210294472336125 0.207212761974961 0.192531310314604 0.186525117227188 0.182944521127872 0.182950543616272 0.187858886256005 0.197493673592445 0.208141355621143 0.215714297849225 0.216531474492373 0.213678308206903 0.213059902411154 0.206261945042646 0.204852644930301 0.212195452160696 0.214516698031699 0.213167062620104 0.212190704926951 0.206717833031612 0.196673284040852 0.199994321342041 0.19774314126949 0.197791915819329 0.196384947404989 0.191585486848566 0.200947938086948 0.212260743164569 0.212881710678978 0.219722215396436 0.222148783272441 0.206780508752041 0.193485667141287 0.193181952396228 0.193120092543317 0.191355025473197 0.208630242920974 0.215990506509525 0.222306470958308 0.21456993926339 0.208658490240839 0.191430493699295 0.184366362984192 0.182720123834124 0.187427873722379 0.190465628721588 0.214592309634175 0.218776142844291 0.212567394495279 0.204847376396201 0.195270923820672 0.18848875518669 0.19081529582536 0.196231893705371 0.201990041601964 0.211526868456601 0.217432800327996 0.218396385214593 0.207086671341774 0.200236176382229 0.198917469692026 0.200514051146742 0.198944170774613 0.211258840718458 0.222522537317134 0.227570894450146 0.224336991756981 0.217368117173085 0.211787237625747 0.203161831002137 0.20050980732684 0.202276015501851 0.207906473492208 0.214438494538775 0.210900851603252 0.207332023005732 0.205620635674189 0.200342921550919 0.199384971935459 0.201833405069681 0.203787181544837 0.21557140602205 0.223449858725803 0.23342732260939 0.237750916290253
572.39 0.168415163766451 0.162149392365795 0.172847918593838 0.186002957208546 0.195198632401658 0.199687537369811 0.198618392700633 0.185990371971738 0.177791337860178 0.176290444778315 0.173862444726042 0.172602569860869 0.178855034292158 0.191957576426418 0.208995607553451 0.214835787049877 0.209737314959208 0.195443331418131 0.188286653957131 0.185944839862567 0.184958429129991 0.190602289188763 0.200230880252417 0.210264128161736 0.217031065187442 0.219769597977663 0.216862177414137 0.216244103357172 0.209243766316638 0.207963295367925 0.21485555067484 0.219476991804839 0.217646745382019 0.215163302775207 0.210312011375016 0.199172525447198 0.201780412884141 0.200391391417301 0.200933970210027 0.198163755326048 0.193341702920463 0.203294011028581 0.21479249173231 0.216736043138885 0.222471548472231 0.225428274790794 0.209767568080794 0.195140200322209 0.195146808117443 0.196463732737024 0.193952321528371 0.211822403331975 0.219603469900314 0.224801679587133 0.218675171980217 0.211076075880706 0.19432656502051 0.186924436001921 0.183835455485566 0.189116664688657 0.193638827033123 0.217457220179728 0.221386395975084 0.216522312206562 0.207635257061806 0.198846563620607 0.1908615429747 0.193838996164627 0.199962572824133 0.204746487332583 0.214963024396523 0.220776644044818 0.22126420842869 0.209772793042253 0.203538020299977 0.202503046422609 0.203843651473607 0.201408457467839 0.214756525088182 0.22618837475946 0.230302378185884 0.228730788638781 0.21965522085334 0.214458810669459 0.206345641058505 0.203072819857406 0.20489883880265 0.211773361899961 0.216365421867605 0.214287086250279 0.211160014178147 0.207745747777955 0.202911599314333 0.20238183169134 0.203306517771389 0.206954063942205 0.218167461438493 0.225663962883791 0.236484871323817 0.24142915990652
572.85 0.168913349425558 0.163549403936504 0.173553918331058 0.184718545246 0.195245167893081 0.201712908214484 0.198154047865835 0.18685583172367 0.177326843090849 0.176200060579368 0.174222776543199 0.172283304036767 0.179544316389986 0.193597319951099 0.210351650243937 0.213649314692213 0.21016351185283 0.196624683324935 0.189428192658609 0.186330544366588 0.185272653682574 0.190224964024839 0.201318701464595 0.210896312089579 0.217411408390225 0.219897923418501 0.217186719207841 0.216312018794525 0.209246994304192 0.207905747072792 0.214237844382991 0.219091338880949 0.216167878900397 0.215320808817488 0.211919069007018 0.200116015566906 0.203801245139982 0.202267239811977 0.200307590269564 0.200953736623354 0.193565780931999 0.203604595040114 0.217606771256901 0.216898713130177 0.224361851474193 0.224776693360702 0.209753923500235 0.195297439203193 0.195364924221686 0.197728335736792 0.195133430626295 0.212348573117662 0.219458021511842 0.22540451991674 0.21689947852773 0.211223531829591 0.194915587753116 0.187464412433478 0.18558257856863 0.190131305156123 0.194216835872981 0.217016692302834 0.222286086846028 0.217260055370207 0.206521221863452 0.198498482381279 0.190959136645556 0.194560843177656 0.200268272084569 0.204678954136446 0.214596235458151 0.22172106825022 0.221923385847635 0.210405005121345 0.204281778517968 0.201725936054522 0.204765209619803 0.202174493093075 0.215449718970444 0.226225256962311 0.231140131778886 0.229635927845832 0.221197824222408 0.214873090316473 0.206233066195326 0.203455634043874 0.205598110980629 0.213353006473205 0.217058516715836 0.213552611649312 0.211112485918942 0.20934087853989 0.20323891369558 0.203586505976779 0.20347271351263 0.206791215854225 0.219245925145988 0.227409647059526 0.2372771651048 0.242080163375135
573.3 0.16841382856179 0.162170526604536 0.173264199028437 0.187081091612935 0.196238837077955 0.200703192264835 0.197707176525325 0.185410010303776 0.17655676455174 0.175480423425062 0.1728199583279 0.172334176640982 0.178156985753418 0.192761892185222 0.209065963596409 0.214265249888858 0.209456497455001 0.195327166644605 0.188574791089109 0.185827254313373 0.185155753352367 0.190386142819745 0.201107631891609 0.211001177586349 0.216435626287875 0.218791245652528 0.216980977517669 0.215554804783397 0.208329509498904 0.208245900109817 0.214524659623347 0.217723211088852 0.21669353986624 0.216198201381915 0.210659405696038 0.2000443514115 0.203066770805807 0.201512009676069 0.200906499811723 0.19909712835378 0.193360294666995 0.20366381553982 0.216363040127625 0.216263660091063 0.223261741205137 0.224699830258502 0.20831321124198 0.194891620517648 0.194229190346223 0.197027212469723 0.194125107651359 0.212335620717505 0.219608060095345 0.224308940979948 0.21754201854935 0.210632417877678 0.194443730191382 0.185924229720696 0.183934682918388 0.188962761667461 0.194364688259996 0.216816651009691 0.221981695768002 0.215994401604076 0.206673123815009 0.198461118570519 0.191175117204425 0.193392841254811 0.198844621601035 0.20535391552437 0.215038961243448 0.221389157908878 0.221557791149837 0.209391807267102 0.203763304271893 0.201769657948534 0.204579419294116 0.202051547444875 0.214537218098693 0.226209007111554 0.230717054378218 0.22874897642005 0.220994818323055 0.214501773739865 0.20556852741561 0.203159792529488 0.203618479769991 0.212136265462773 0.217249000662743 0.212948344996986 0.210972296376816 0.207934019283084 0.202926590959763 0.202347404455286 0.204181413214977 0.2048986832078 0.218106448123948 0.227409438210126 0.236737041026843 0.241007662450616
573.76 0.167812734835701 0.162909653852084 0.173169258550462 0.185008260255895 0.195292844767836 0.199725890993205 0.197335378433542 0.185727947734485 0.176180575898146 0.176322222082694 0.173651000585556 0.172102774090875 0.179108412286023 0.193480955868644 0.207881823773144 0.213867355543626 0.20935603103372 0.196001698522751 0.189432225945227 0.1851263999162 0.184301277440209 0.190851635758832 0.199847491770346 0.210243566221606 0.217129397730539 0.219199977538592 0.217479429555336 0.215345665617856 0.208813202184681 0.20771252055892 0.213603023058564 0.219147825603704 0.217521119861075 0.215057933602784 0.2097741295134 0.200546473392955 0.203612636934562 0.201570357131169 0.199945650945475 0.197672856460544 0.193570994095922 0.203638104866411 0.215696378820599 0.216277175047418 0.223384167535116 0.225034250005814 0.20927503212442 0.194372212761151 0.195738700453298 0.196130368178651 0.1930096046418 0.211599324887575 0.219274114063241 0.224822438618072 0.218648528121106 0.210915291722341 0.194858577831748 0.185795933346955 0.184423634443851 0.18917490091536 0.193845622054236 0.216824360544699 0.221450950670597 0.215879809309163 0.207423857848916 0.197911788012567 0.190922933710725 0.193736122561435 0.198245222446601 0.204555954643027 0.21602839033243 0.220719158741648 0.220937945971002 0.210603911200194 0.204142566321712 0.202193793031003 0.204342438727602 0.201477727511511 0.215108673360805 0.224803118777129 0.23073019007852 0.228286954570417 0.22010733126087 0.215145676334871 0.205825165301061 0.203012276806949 0.205068859047836 0.211611575237758 0.216135697561926 0.214004696980817 0.210437207379582 0.208634579171047 0.203378189918393 0.202178098822173 0.203900250738042 0.205721814366701 0.218286585612167 0.225767462306094 0.237146265363291 0.240308385704545
574.22 0.167636944694805 0.161778756143387 0.172326972134839 0.185731862052037 0.194829780996938 0.199463521125889 0.197379092440817 0.184817055146773 0.176644803996544 0.175734049130635 0.173267957449057 0.170731143742711 0.177398646727438 0.193339692781755 0.20879562811816 0.213298296002872 0.209641306038604 0.195018688705116 0.188082087638092 0.184623147655577 0.185388277003252 0.188166358105955 0.199507539916777 0.210672840572095 0.21586643928015 0.219640978898799 0.21573697361036 0.213834371962983 0.207682480683256 0.207043799777354 0.21396363171819 0.218099885445733 0.215310784465284 0.214604676156947 0.209403404179501 0.199630273193215 0.202826067184564 0.201084934265977 0.200120375063077 0.198380031104007 0.193644963113662 0.202845953540587 0.215799521403783 0.214998532640647 0.222041193007617 0.223259170009498 0.208371485652951 0.194451147306287 0.195253130095037 0.196351778644603 0.193647005256415 0.210837815091819 0.218884002526671 0.223991705485342 0.217484081619322 0.210115566020041 0.193799561621195 0.185803746748479 0.184833938929472 0.188392413394197 0.193808971236433 0.216313808329491 0.220344641702524 0.216032962538445 0.205856397532346 0.199044861709613 0.190877415645906 0.193340723841502 0.198138948364442 0.205215780775196 0.215262370215299 0.220500773378953 0.221456113438417 0.208648869187872 0.202767976787214 0.20063898633245 0.20307286330261 0.200925934181239 0.213241500107202 0.225280064533325 0.230951739491947 0.228812286777303 0.219766707826613 0.21439168794997 0.205241524171721 0.201461865691543 0.20458576236425 0.210944559905911 0.216316541018474 0.213084919699464 0.209165680784432 0.207937184119886 0.202215083843256 0.201149340961458 0.201927575790182 0.206342267452475 0.216816061144771 0.22520404126789 0.235686343271917 0.241057024155276
574.67 0.166589490614953 0.159069272530628 0.170975118142741 0.18317625321868 0.193148024855487 0.198638187884192 0.195338433941592 0.184091327494657 0.174414042339203 0.174265442980756 0.171176733286509 0.169628283408644 0.176292972894806 0.191364000759217 0.207276032215198 0.211729965811879 0.20724391579116 0.192801979595823 0.186652096450417 0.182734289700223 0.183662259914143 0.187472767912392 0.198886503139537 0.208722020029052 0.214220220933591 0.217346404066191 0.213657567442923 0.213459235751156 0.207295818694832 0.205838227214052 0.210067714165083 0.21534197819157 0.213432448159226 0.2126279676585 0.209019295594367 0.196022245646961 0.200661652784961 0.198864041107088 0.197990232538262 0.196485964224655 0.190798450556598 0.201892421861942 0.213197646189305 0.21377654897399 0.22118371693397 0.221825210224313 0.206741967745212 0.192323985388906 0.194022415791539 0.194330216485609 0.190855590432796 0.209363663011296 0.21698071747431 0.222138094056594 0.214966828180349 0.208637419028804 0.191189416753594 0.185575997754344 0.182231349562979 0.186840821505557 0.191854167616218 0.214611028060384 0.218065037857308 0.214436404902204 0.204653289679904 0.196531075655871 0.189765950132424 0.191557734241423 0.196466180486309 0.201938982211525 0.212523034919112 0.218471315734934 0.218088192527092 0.207223812129226 0.201991600902993 0.20065150250002 0.202096758625369 0.198445812490753 0.21263963453914 0.2240426823225 0.228121731763207 0.225256530540318 0.218139731704104 0.212071135811014 0.204299881571649 0.200737719517228 0.202013184679023 0.209875185390349 0.214163484147592 0.210850868524051 0.206747319645276 0.206424994679608 0.200383783265211 0.200199169506228 0.200964802381757 0.204263246720532 0.215629282011884 0.223827342232176 0.23323062935885 0.238163095350388
575.13 0.163390652458011 0.158221608534017 0.168162428294574 0.181406489605377 0.190912473504889 0.197090430831553 0.192652213380547 0.181388435758693 0.172891306176665 0.171995487277121 0.169938207962941 0.167662789731192 0.175422069055441 0.188006382652355 0.204002803328506 0.209203978480907 0.204512569891614 0.190622190273411 0.18373470661068 0.18120635836069 0.180686666882106 0.185963105052451 0.195833575424314 0.206070124888245 0.2115831891366 0.214357968323039 0.211570764532108 0.210774089532193 0.204940390141775 0.204248950855228 0.20938429865733 0.214239542863844 0.211961686678197 0.210482375368029 0.206372249758989 0.194413483693867 0.198867259407891 0.196891368394095 0.195132384627005 0.193268579475951 0.18896914855375 0.198815266732902 0.21140012226212 0.211085097553877 0.216707680100486 0.218492386304467 0.204465204433669 0.191112870410837 0.192032456153154 0.1918225190165 0.1888668741021 0.206953812153192 0.213171803358239 0.219683214243778 0.213049275974327 0.206002312526809 0.188754957980406 0.182217571692689 0.180162432980914 0.185376253689893 0.189072037601093 0.211917666494683 0.216057881490671 0.211022589423076 0.203701928617325 0.192185529078857 0.186264392257497 0.189787341521621 0.195109907770937 0.200655364381851 0.210649259594297 0.214786050158312 0.215303431949408 0.204818796647423 0.19991854798145 0.197500409233967 0.200028951859789 0.197019693393682 0.209590653778417 0.220047813178648 0.226010740438694 0.222182422980851 0.214710779090234 0.209428024439855 0.200697595861458 0.197790362103819 0.199388192431517 0.206628311566592 0.211687383501055 0.208493040258253 0.206030355548826 0.203292115023781 0.199406475827886 0.198074783993711 0.198667720741139 0.201837256883588 0.212833668933746 0.221179507898723 0.231444585168442 0.235367036323902
575.59 0.163392405153638 0.157279932751052 0.167621136465249 0.180456217014637 0.18993875757607 0.194451974951381 0.191269566198039 0.180257679520228 0.17214837893766 0.170256753159787 0.167919867224634 0.166986085738567 0.173006971425116 0.187420455591644 0.202807642034266 0.206889809848359 0.203493392875342 0.18920415878873 0.182649990365853 0.180223527017898 0.179217928635989 0.183429170738866 0.193901597478954 0.203866640563347 0.210000968194638 0.21325934089932 0.20989997835587 0.209397918883187 0.202247652787027 0.201281706176205 0.207611845836853 0.212115726050733 0.209675748938445 0.207839478973853 0.204682006476776 0.193165715113375 0.19699622079633 0.194577924849125 0.194175117479494 0.192720552917464 0.187921162221533 0.195964138393636 0.209402978475659 0.209055278278467 0.215533804520802 0.217282790646175 0.201994181631115 0.188552272776516 0.189019879852193 0.190193995641736 0.187374680338633 0.205395285346009 0.211332306986315 0.216761659432366 0.21157008709839 0.205235360204417 0.188727928030371 0.181452281346815 0.178344741905153 0.183555316495874 0.18700359311669 0.21083891754531 0.214557599337079 0.209873041617012 0.19973214288425 0.192754527338129 0.184847409319416 0.187119668725963 0.19319568832621 0.198456123954182 0.208852627448578 0.213659132046143 0.214486409844151 0.202965395182864 0.197131288785719 0.195532603929045 0.198574748463206 0.197062172052844 0.208039140115693 0.219491756799405 0.22370563048626 0.220289629837069 0.21321251842252 0.207981884611493 0.199203813986223 0.196785572214381 0.198304147153268 0.20457850115104 0.210060697374243 0.207402244670752 0.203037268585817 0.201292262628116 0.197319680498229 0.196777734446159 0.197017285583803 0.200363779085912 0.211066755203803 0.219127127809659 0.22827189778 0.234285944603652
576.04 0.163547054173696 0.157546750688932 0.166715987374181 0.181512792021087 0.190116921699428 0.195165249554745 0.19336147611991 0.181035058537749 0.171504021885052 0.169302112118218 0.169017469577881 0.166951275544175 0.173115076681426 0.188223525190219 0.202917519352818 0.207006207498307 0.203299654713844 0.190755300667043 0.182815214934131 0.180371691129359 0.178485613265592 0.184734254165587 0.194394480460192 0.203910482151128 0.211070872582874 0.2136767512702 0.211003058688892 0.209354364461204 0.202716279350042 0.202324055593998 0.209610301623531 0.213380996123876 0.21103903604924 0.208874816124652 0.204604450202376 0.194175440236123 0.198107512541226 0.195676622898476 0.194387453657649 0.19283348483441 0.187506115826213 0.197124354483181 0.209968517346648 0.209748027539714 0.21546915834952 0.217040744284983 0.203208165913368 0.189388914020992 0.190653289962275 0.191196375343576 0.187881383184394 0.205782200905457 0.212696848822368 0.218452322165779 0.212103278302794 0.205456381704925 0.189559168150209 0.181748542912631 0.179017221888593 0.183775565076828 0.188344278166846 0.211704278601711 0.216474054074368 0.210782210229263 0.201766825077753 0.192779482459113 0.185895852063135 0.187522017821749 0.193028242901897 0.197512327431881 0.210215329771158 0.214670254733752 0.215276034314994 0.203870670229792 0.197129610349966 0.195761841566741 0.196788018373011 0.195463427842025 0.208498943207175 0.219933615205398 0.224783722735442 0.222005425871764 0.214301024350015 0.207772080904148 0.200206242281668 0.196624091969815 0.198065709731881 0.205595268794968 0.210172330166379 0.207369395604323 0.204025463861313 0.202207635390629 0.197549444679446 0.197828270533194 0.199071224774375 0.200274473723776 0.211549867768755 0.219102003790722 0.23020592844641 0.233342251341923
576.5 0.163412141197737 0.157157109758109 0.16833441643048 0.180848533704149 0.191414075035068 0.19554231884985 0.19272296862121 0.180524358897418 0.173089167536139 0.171927721325933 0.168208837649614 0.166193902037817 0.174203821231295 0.1882484618958 0.204548215162395 0.208520276255939 0.20424566066261 0.190591612573198 0.185116233358134 0.180632348195287 0.18074765082484 0.185780687903608 0.195008518545501 0.205353294796953 0.212778059084237 0.215100822014288 0.210539708335157 0.210962096455725 0.203999235681048 0.202972474516583 0.208445882924259 0.214367188016921 0.211771434174849 0.209951350269852 0.205014192087965 0.194437655598802 0.197976060823803 0.196845809586237 0.195155493044079 0.194998765909586 0.189105657265561 0.19875577935946 0.21070147204556 0.209717427388749 0.216964917117754 0.21835849974469 0.203502868602516 0.190274548820191 0.190621438415116 0.191790124166629 0.188559203732442 0.206622203873169 0.213500476963832 0.219164301431508 0.212790843453476 0.205467872249871 0.189149611019164 0.182336454382258 0.178808980466805 0.184099585847002 0.188879227761774 0.21145617331431 0.216360409644126 0.211636569191676 0.2027244789766 0.193267958361106 0.186448640459124 0.18760781606926 0.193373678652573 0.199198798991233 0.210267365390387 0.215217856017255 0.215873198746557 0.204087642161717 0.198937254448857 0.19722821707048 0.199350448350042 0.195807302681714 0.209664153533207 0.220583697132078 0.224563016187985 0.222465317007805 0.214155928306336 0.20876605130238 0.201616684447818 0.197809516345668 0.199983566317666 0.207087493665423 0.211010367271123 0.208330348515598 0.205274934952852 0.203352745371898 0.196554286013118 0.197361217285458 0.199743380460769 0.201971735548913 0.211695011141047 0.220291385545508 0.230543501304522 0.235614447431451
576.96 0.165391424963341 0.158890858875632 0.169858082995788 0.183062546560669 0.192133032459388 0.197234003702231 0.194084452472705 0.18261798683504 0.173458197200034 0.173152188952713 0.170173152182263 0.169870382137157 0.175482747646038 0.189686483255119 0.206567207202762 0.209108098416289 0.206855559063617 0.19178828332172 0.186258279349688 0.182343210614809 0.181676741636286 0.18711991347121 0.196628603391149 0.206842234718969 0.212766594396005 0.217211409402092 0.212953512380903 0.211272511973004 0.205477028445983 0.204052906750779 0.211323549617606 0.215391058428081 0.213930885681423 0.21122477831049 0.206884206279272 0.195683706012799 0.199260621934277 0.196782272041605 0.197287237931408 0.196123827002854 0.190247532230592 0.199335396963092 0.21054174593096 0.2115552909092 0.219020495331228 0.220497693334858 0.204908862086265 0.192799885255214 0.192762506740579 0.193475600580757 0.189991785061392 0.208614176716127 0.216264763273545 0.220404027084534 0.214634818887364 0.207166745970977 0.190713925189136 0.183456740002734 0.180524955397337 0.185384023370657 0.190207588521849 0.212685263913308 0.217744566859067 0.21216258278063 0.204152509188311 0.195063643336737 0.187453645097469 0.188744273554887 0.195922640160819 0.200692758195856 0.212415309441939 0.217594705642077 0.218083844769441 0.206758193251906 0.200789269069938 0.198402669717105 0.200370587126766 0.19831357803769 0.21130832593766 0.223618269062835 0.226748106366623 0.224527610192359 0.216937131963333 0.210852655104726 0.202868172864998 0.199523621319194 0.199923799020138 0.207659162378911 0.213274865054085 0.209614884238515 0.207167114524914 0.204802886533727 0.199716228173168 0.200352984196561 0.200493496955761 0.202655199890128 0.214319786056473 0.223214699000804 0.232696169850079 0.236852051734572
