"wavelength" "Beo1leaf00000" "Beo1leaf00001" "Beo1leaf00002" "Beo1leaf00003" "Beo1leaf00004" "Beo1leaf00005" "Beo1leaf00006" "Beo1leaf00007" "Beo1leaf00008" "Beo1leaf00009" "Beo1leaf00010" "Beo1leaf00011" "Beo1leaf00012" "Beo1leaf00013" "Beo1leaf00014" "Beo1leaf00015" "Beo1leaf00016" "Beo1leaf00017" "Beo1leaf00018" "Beo1leaf00019" "Beo1leaf00020" "Beo1leaf00021" "Beo1leaf00022" "Beo1leaf00023" "Beo1leaf00024" "Beo1leaf00025" "Beo1leaf00026" "Beo1leaf00027" "Beo1leaf00028" "Beo1leaf00029" "Beo1leaf00030" "Beo1leaf00031" "Beo1leaf00032" "Beo1leaf00033" "Beo1leaf00034" "Beo1leaf00035" "Beo1leaf00036" "Beo1leaf00037" "Beo1leaf00038" "Beo1leaf00039" "Beo1leaf00040" "Beo1leaf00041" "Beo1leaf00042" "Beo1leaf00043" "Beo1leaf00044" "Beo1leaf00045" "Beo1leaf00046" "Beo1leaf00047" "Beo1leaf00048" "Beo1leaf00049" "Beo1leaf00050" "Beo1leaf00051" "Beo1leaf00052" "Beo1leaf00053" "Beo1leaf00054" "Beo1leaf00055" "Beo1leaf00056" "Beo1leaf00057" "Beo1leaf00058" "Beo1leaf00059" "Beo1leaf00060" "Beo1leaf00061" "Beo1leaf00062" "Beo1leaf00063" "Beo1leaf00064" "Beo1leaf00065" "Beo1leaf00066" "Beo1leaf00067" "Beo1leaf00068" "Beo1leaf00069" "Beo1leaf00070" "Beo1leaf00071" "Beo1leaf00072" "Beo1leaf00073" "Beo1leaf00074" "Beo1leaf00075" "Beo1leaf00076" "Beo1leaf00077" "Beo1leaf00078" "Beo1leaf00079" "Beo1leaf00080" "Beo1leaf00081" "Beo1leaf00082" "Beo1leaf00083" "Beo1leaf00084" "Beo1leaf00085" "Beo1leaf00086" "Beo1leaf00087" "Beo1leaf00088" "Beo1leaf00089" "Beo1leaf00090" "Beo1leaf00091" "Beo1leaf00092" "Beo1leaf00093" "Beo1leaf00094" "Beo1leaf00095" "Beo1leaf00096" "Beo1leaf00097" "Beo1leaf00098" "Beo1leaf00099"
334.35 0.0800993594779735 0.0778113956930749 0.0799002777419011 0.081713018996326 0.0833891543815522 0.0860013853787053 0.0835877071526734 0.0832972912757324 0.0808389945435909 0.0806528332001483 0.0804967480635313 0.0790805385090386 0.0806948428527992 0.0828524742941461 0.0853760448646776 0.0873859927690871 0.085726213718881 0.0844369958754537 0.0817230510544941 0.0827432624879034 0.0813265710887819 0.0826738989627454 0.0852090838000263 0.0865346938329697 0.088828487985909 0.0896053553361102 0.0863993136878133 0.0892145606214762 0.0857987122492135 0.0864955966492372 0.0878437205576416 0.0868623381509857 0.0873091904518335 0.0866123710143904 0.0848773902699965 0.0864097071662802 0.0855257599726028 0.0851656301816828 0.0867915458561965 0.0851109516384681 0.0831054860412587 0.086018123298253 0.0875965020743764 0.0884965664523032 0.091212390744874 0.0916624031545536 0.0890489135847376 0.0866776330510296 0.0872569589492808 0.0865407868244505 0.0853779422969088 0.08780523599911 0.088621348704471 0.0885831045382993 0.0893402040675256 0.0874997620182535 0.0837326478648086 0.0843746619458345 0.0829083541867635 0.0821546707261113 0.0848499694937584 0.0878453654659137 0.0886204342365661 0.0895308202654973 0.0877293910883699 0.0838027355291818 0.0843938966126799 0.0839560549648479 0.085400908870648 0.0863050813789831 0.0874687450383297 0.0910406547772899 0.0906943105602669 0.0878677400964741 0.0845683353140508 0.0857457175366905 0.0856164143591442 0.0851957070247529 0.0890392647351206 0.0909019906511102 0.0916252407282437 0.0900915758580597 0.0900383128230781 0.0869605180975447 0.0857723025601936 0.084817688813125 0.0869985338095438 0.0874622471041526 0.0866654885172916 0.0896977929708429 0.0889232233155999 0.087110946605759 0.084395642063494 0.0867024161060672 0.0858025790759638 0.0870124862860946 0.0895823695990383 0.0923667814473683 0.0937792410950491 0.0928488606614747
334.82 0.0801728158219038 0.0788857699899572 0.0807764383261348 0.0854143530319972 0.086103460047883 0.0865374738273053 0.085373489998291 0.0844214703773748 0.0842834859086364 0.0826287339660333 0.081491898373059 0.081313533495443 0.0830107918274961 0.0845281724633528 0.0879119968250235 0.0897004272039224 0.0883204179467381 0.0871592186877984 0.0859775421451189 0.0840602660667903 0.082940848984238 0.0842096342331878 0.0871530823841202 0.0883010998047964 0.0903377440145247 0.0916897462568354 0.0903209886106872 0.0902260854305479 0.0890179682266463 0.0880248256303494 0.0901641734445037 0.0904285115705783 0.0894361651956294 0.0898742940218567 0.0882318268788854 0.0875614057676911 0.0884446608865074 0.088341943640269 0.0858702555413565 0.0872507003217018 0.0853240068930987 0.0875445335786369 0.0917616306387986 0.0915430042095496 0.093309287667205 0.0949508565807119 0.0899757180584336 0.0880361178476637 0.0887886715845797 0.0867166753119663 0.0860643195109668 0.0883428986758116 0.0897041354053157 0.0917931193323928 0.0913378257278664 0.089621823404651 0.0873094477075759 0.0843287222008063 0.0849698165638555 0.0867570536490107 0.0848559627314605 0.0908682304193024 0.0919982266875386 0.0908446868709038 0.0889981858349327 0.0878043304794604 0.0855242384199267 0.0856105482312121 0.0879408835970473 0.0886870816741893 0.0917352921872652 0.0913798346083572 0.0908047738971252 0.089535546021531 0.0880771016495748 0.0880751518064777 0.0864777082040833 0.0869442257932428 0.091800040913592 0.0940738115094597 0.0937067281735614 0.0934144637901139 0.0927831730197528 0.0909831855277079 0.0896458781894399 0.088511391222678 0.0889469700921869 0.0906670064444628 0.0920029737488789 0.088761021722137 0.0889836154965243 0.0888334099850381 0.0876254522520887 0.0863146923764555 0.0872091368014901 0.0871646332698284 0.0894460651445196 0.0930914401120852 0.0943786256428414 0.0966247794818705
335.29 0.0818863919618028 0.0812847599719692 0.0828308006177019 0.0871291789572139 0.0882523292460894 0.0898927247712508 0.0879772866725276 0.0860548952568527 0.0838524810478424 0.0841361345888013 0.0836189724864795 0.0830093526797101 0.0844739136482108 0.0868258321638768 0.0909375106841247 0.0910935649538617 0.0885073331659658 0.0883088606131511 0.0878941128667254 0.0868856094978273 0.0865649927158223 0.0884671393151134 0.0888836594076334 0.0901414664320297 0.0933976253134546 0.0926044807285872 0.0918065226543407 0.0920089480434228 0.0911800919139389 0.0908679057599673 0.0917683807553081 0.094426197498487 0.0924837516086194 0.0919382194072853 0.0897202949378537 0.0875151323132959 0.088176139100598 0.0891363518558852 0.0895884820734046 0.0886923858046342 0.087576007800314 0.0900725313108475 0.0943275041262704 0.0935224474022212 0.0943750770233721 0.0963532770913252 0.0923310362596342 0.0918588684018356 0.0902858833526961 0.0900337755718697 0.0889773814671579 0.0929202846474279 0.0934194257008498 0.0920985328035446 0.0930804947971914 0.0910428514826772 0.0877173991519679 0.086715524329223 0.0885384169035138 0.0873719598283167 0.0878623180209337 0.0925482366104175 0.0946720282396398 0.0937464929150844 0.0897483112235445 0.0896718346677438 0.0877175502063853 0.0881983869279349 0.0889163467926263 0.0898520444901795 0.0907384855667047 0.094029384531882 0.0918446842179354 0.0912358096389101 0.0906786045997245 0.0891179796072572 0.0908206577341576 0.0897874202457372 0.0924911479344846 0.0937609845819408 0.0972738335818453 0.0952451117043835 0.0944735711098973 0.0934284069583285 0.0900893225827154 0.0888190990146622 0.0893956710663564 0.0928125134514712 0.0931013416468762 0.0927073267493077 0.0907635879113996 0.0916411869381666 0.0895432493364463 0.0913378478224627 0.0897617021041642 0.0898770349458611 0.0928024008659563 0.0951900245578282 0.0991327974846701 0.0987820339352545
335.76 0.0844688874854 0.0826605750305627 0.0857374107092126 0.0866951512172189 0.0871471957546399 0.0897427358271342 0.0877430353813046 0.0877324362592576 0.0847438771611074 0.0855281025795533 0.0849197360806146 0.0854440927940128 0.0860207139975928 0.0882836228295556 0.0916096221103866 0.0918880031742091 0.0940389218689938 0.088023131187319 0.0886006538741871 0.0869080832688666 0.0876706264263187 0.0900401002681303 0.0903090805955033 0.0922933625412275 0.0935646702114719 0.0956289958724749 0.0939706516990053 0.0920690150200093 0.0946451892517723 0.0919967521434512 0.0924147244434815 0.0941148230678685 0.0930842119960171 0.0928332954948413 0.0935764491611727 0.0897808310276126 0.0918464891415849 0.0911988447339342 0.0915600228718713 0.0912598821988514 0.089335231655917 0.0920465031016248 0.0958978409003926 0.0942724148943762 0.0945292611973718 0.0977606923595609 0.0954456942345503 0.0905401209201847 0.0899730932086589 0.0912437151954958 0.0899406121127853 0.0918445086180424 0.094010137420489 0.0953882641445092 0.0942243726472024 0.0939849157111667 0.0907053252549831 0.0885326997402994 0.0866215033573479 0.0882832191236021 0.088814355402125 0.0949673580879146 0.0941195057085589 0.0958541851996512 0.0930174825861412 0.0901538441354124 0.0883373244970414 0.0898072336955885 0.090889347345628 0.0928371534745129 0.0953794168296697 0.0972045777387439 0.0962212449343811 0.0929041304726844 0.0917391135253145 0.090792354537794 0.0906942305698251 0.0924877826345331 0.0932290761349325 0.0961151365601137 0.0996584335248863 0.0974783565893764 0.0956793950373631 0.0928057656880063 0.090935390009026 0.0926986142824146 0.0922072058108874 0.0930609342881002 0.0944110702989457 0.0934802844424638 0.0946205884548436 0.0947758141411215 0.0924380156812312 0.0917338945200808 0.0921352476351375 0.0933120473536689 0.0948201990178781 0.0959209824637787 0.099272286107039 0.100932636045863
336.23 0.0789841150840724 0.0790650405785933 0.0802331757143046 0.0837869512938072 0.0836272623693946 0.085716134757155 0.0837095782729766 0.0829677705792306 0.0811206359718416 0.0824458150734971 0.0807855863215015 0.0804110110478345 0.0816872539235323 0.0865941831603221 0.0868561971643508 0.0888383488931607 0.0862082275543049 0.0865715102665792 0.0845263359994577 0.084001939937791 0.0835850701894028 0.0845014873129066 0.0855538760129608 0.0861049084572817 0.0896599422611608 0.0904127096398474 0.0887238391011369 0.0873634297472824 0.0869162349697643 0.0880333589070977 0.0888857574017316 0.0912105602621421 0.088214389849052 0.0870116616495024 0.08817460311558 0.0849697662692213 0.0870505531133808 0.0863769644029125 0.0871895634365583 0.0841335248679436 0.0843322143181252 0.0862475592131292 0.0892274770159579 0.0889513665306435 0.0915762508865244 0.0926301763426606 0.0895998488166786 0.0855437930835792 0.0863864936161629 0.0860915776811133 0.0855083450614516 0.0877138160247422 0.0914268103344188 0.0907633328579603 0.0896897639849373 0.0887455825729095 0.085670094210484 0.0837882741672362 0.0835631294140624 0.0841869885122157 0.085292653442929 0.0897498584947431 0.0906876870740771 0.0876563326145958 0.0873925140860176 0.0866297911291583 0.0841662963635368 0.08441544474763 0.0852655073177917 0.0858882990292932 0.0890747514314371 0.0904811091210356 0.0893869618392664 0.0881744946933025 0.0869602223029011 0.0866784056702835 0.0857066930755491 0.0867036821218094 0.0896757821796919 0.0916761070999209 0.0940631085924605 0.0924023869119822 0.0913011314805557 0.0890768738542004 0.0885095476230155 0.0858825519006609 0.0892638519107982 0.0896355070161832 0.0907184938153025 0.0878070020432173 0.0899866544951557 0.0890774418925696 0.0865351251792661 0.087715232466625 0.0872209541708563 0.08940005584449 0.0895379328136033 0.092071436725519 0.0946404946870576 0.0956086996450842
336.7 0.0725940008514065 0.0718897687045856 0.0742527299800064 0.0764801214283568 0.0786959704484016 0.077822235824054 0.0767589320320329 0.0767902199004539 0.0763514500018535 0.0752674708202104 0.0756750807474193 0.0731908246455923 0.0757848060524596 0.0782308219711975 0.0788896971336456 0.0816292445086545 0.0803464961914192 0.0783719921952389 0.0769770074871878 0.0768382234855237 0.0775730519994303 0.0789519286660691 0.077805083293002 0.0816087323257955 0.0811575046934096 0.0822398213957686 0.0816026757631119 0.0814257533170146 0.0814302534456373 0.0795225911725723 0.0806863061815413 0.0805933444572568 0.0820457789385731 0.0812197043175904 0.0802235478297028 0.0786379087161816 0.0791607947300955 0.080311439095052 0.0791872403723956 0.0792433995753204 0.078575697004978 0.0800240706459357 0.0828243479083512 0.0834755847268646 0.0838004016983895 0.0840371738619642 0.0840431210604911 0.0794360979807546 0.0793864632683378 0.078881794466841 0.0779238323228001 0.0797657908539308 0.0820529692294063 0.0840010840198179 0.083332774338697 0.0815489615410854 0.0781844362563745 0.0778851176799112 0.0772759275128238 0.0772549361097236 0.0781582022880555 0.0823042388173272 0.0826031101627721 0.0827388818932759 0.0795313194143917 0.0805590503520038 0.0779813037306129 0.078403222134385 0.0778239150767225 0.0809838442475891 0.0824106796936964 0.0839338630178226 0.0845667046822139 0.0829569232667589 0.0804663522087332 0.0802024194093488 0.079435484028466 0.0801691576373895 0.0820999735103833 0.0846809787875122 0.0858037424708092 0.0851515897819966 0.0842821163914524 0.0832731878967711 0.080839476754239 0.0799835627799556 0.0798110510281693 0.0811149390090028 0.0825695002586767 0.0810855520624593 0.0815570256373961 0.0819454450801612 0.0803154604368028 0.0812841928124592 0.0820197663880562 0.0799490411242411 0.0833761964049049 0.0859021321374368 0.087598176544431 0.0879436499986532
337.18 0.0734549051950468 0.0725773436391064 0.0744632516136547 0.0764246347283217 0.078621203863994 0.0782472036414938 0.0789542099642496 0.075515588907053 0.0760805540533248 0.0740663877677249 0.0718664099719005 0.0742798064410865 0.0754484995764325 0.0777543085991232 0.0809343267858947 0.081707594309775 0.0811767742441636 0.0788146902260408 0.0761222394350191 0.075405459895561 0.0762925733065726 0.0763166548285967 0.0794283595395222 0.0809334471790069 0.0823109025523154 0.0821502963174554 0.0814546471359975 0.0825244969976251 0.0813635235653773 0.0801743911883689 0.081590420331443 0.0814633926686881 0.0815063642160336 0.0797943553844181 0.0789920175348534 0.0796299927797766 0.0785169683348301 0.0793432755633819 0.0786516799599835 0.0793556867358113 0.0777349497222721 0.0806049589895006 0.0820586335847729 0.083145637267971 0.0835853329279776 0.0840846481553001 0.0827355100344205 0.0800188971521966 0.0789523730947066 0.0799438764574732 0.0783954624029565 0.0798624412129414 0.0819138645090583 0.0837962284947838 0.0825018415461665 0.0800103409379386 0.0775847363979061 0.0783045330656067 0.0754201750030771 0.0773354962654165 0.0779308360524118 0.0815921208718788 0.0831013739731876 0.0829024822100591 0.0812742121434903 0.0774537330055075 0.0765263587014124 0.0779460168057237 0.0794102748901189 0.0799802544549451 0.0816922444105772 0.0832245928635507 0.0836391298478224 0.0811471304282472 0.0806764588060136 0.0803734612465161 0.0784890103825094 0.0802718988629676 0.0811046030380587 0.0851483557253583 0.0849618544838756 0.0842082155055377 0.0833856274782882 0.0820170739875268 0.081600899468292 0.0805489417264659 0.0803393554488352 0.082222271809777 0.0826760496855756 0.0833617013351846 0.0805194619594756 0.0821613683095873 0.081369464370211 0.0788851887448919 0.0795254186552949 0.0810007700368427 0.0835703542165856 0.083858248223306 0.0884189628128779 0.0875293998562888
337.65 0.0730550362837418 0.072512465473293 0.074007293370444 0.0761316961035163 0.0775112452474338 0.0775651580737091 0.0768758315407941 0.0754343187197169 0.0766792728943963 0.0742824157333698 0.0740326201476226 0.0754169155294089 0.0760666830374427 0.0778956198493174 0.0802512100963993 0.0816995052858609 0.0804180055913097 0.0777680252174602 0.0780624507854654 0.0773673246328599 0.0764049669867309 0.0767838768981434 0.07807059396575 0.0802812761872576 0.082827089520252 0.0829205090512781 0.0821899224025263 0.0815580527423993 0.0803690636161018 0.0799308508269302 0.0806421048885095 0.0825079381018474 0.0819288648351484 0.0798571270699487 0.080675640775098 0.0795306396982672 0.0805069690825373 0.0796895627606794 0.0804916827761187 0.0787851082793718 0.0776913881340237 0.0790478129465606 0.0823755652383802 0.0819415803259482 0.0833942521081833 0.0856882897660545 0.083189343070279 0.0807785806522645 0.0797360761489079 0.0790474143268671 0.0776515709425949 0.0802903515546396 0.0821806760415635 0.08408678938246 0.0825285213664713 0.0788382578883016 0.078700102634264 0.0771012839087851 0.0772832293887934 0.078324369554515 0.078809178784096 0.0812083677734454 0.082086584112383 0.0810752107311613 0.0797626015963621 0.0802482892410574 0.0755239121875479 0.0778319516726353 0.0801939568136634 0.0785681297605305 0.0819711086637506 0.0838713675725926 0.0841838620641638 0.0804503470071787 0.0806015184308947 0.0787762520340023 0.080119639048638 0.0794121883062075 0.0809850592410606 0.0840483128379295 0.0858899372300764 0.084917325434254 0.084275413829267 0.0820305086884056 0.0793484345300414 0.0791781908962439 0.080659409074666 0.0826962923136611 0.0810209641218825 0.0829782297273594 0.0821264451014686 0.0806554763731374 0.080713769203896 0.081404329548817 0.0804441286390874 0.0795988081809123 0.082966603564173 0.0846482654472192 0.0852225459495667 0.0878956726211905
338.12 0.0790295620961912 0.0770028008920804 0.0789446452430691 0.0824523753108037 0.083346654496566 0.083618411939111 0.0835451256572687 0.0808665959392714 0.0803025391553258 0.0809375963914759 0.0782204624237102 0.0784194251073721 0.0803255286031334 0.0844077029862082 0.0882518906495367 0.0877627798651765 0.0849441049196039 0.0832273534502035 0.0827307496459268 0.0813498199431223 0.082369384558391 0.0841276793951943 0.0849967384085553 0.0859903915164446 0.0888465887627247 0.0888926490469428 0.0875676361020191 0.087720250474334 0.0843995629112264 0.0843807763890308 0.0865661851392808 0.0876960203656099 0.0872292101054474 0.085802631546264 0.0867082047279495 0.0840401944091671 0.0844356853567284 0.0860503570986711 0.0852938175158062 0.0841049010434968 0.0845179659317976 0.0855727386924831 0.087520214527925 0.0886193675963223 0.0888930443872661 0.0910910337487288 0.0876599731885064 0.0848629467265263 0.084764126118316 0.0851267438886048 0.0835980162400073 0.0871292657487568 0.0871584697355216 0.0887336470232669 0.0887374249237803 0.0860993778467195 0.0846660204404727 0.0837035477447883 0.0819721828616119 0.082871213322363 0.0839495181990626 0.0875072305404623 0.0894311040514868 0.0894373869954839 0.086760825363562 0.0845487779232441 0.0830633293187877 0.0840447825882987 0.0857961482849491 0.0857863340421749 0.0884168772606645 0.0879743572723634 0.0891617918856745 0.0886910374318563 0.0861416945910349 0.0864455087459126 0.0849005943898427 0.0845215847436989 0.0878518311399872 0.0884586732511196 0.0892583788414113 0.0913612973463757 0.0893005784029625 0.0881866540570281 0.0876114604445786 0.0852614990015487 0.0873498072894724 0.0886898651371954 0.0862576270557872 0.0892993717289039 0.0871913644687037 0.0868812542921421 0.087403902987452 0.0862558434653328 0.0865563234735311 0.0879367863617612 0.0887226117862806 0.0904774430879772 0.0934167416718932 0.0933443742413579
338.59 0.081069688020425 0.0784669283312441 0.0815482401069702 0.0842397569487141 0.0863520658460442 0.0873759931718496 0.0860945435197763 0.0848429494070044 0.0815445751846463 0.0811350978281355 0.0828746277928353 0.0811822448647112 0.08204480653729 0.0863115240380099 0.0881204165868197 0.0895688115048976 0.0897784552489355 0.0865139112826848 0.0854603523253947 0.0826819524840222 0.0864070840738857 0.0855778084681112 0.0871242768639544 0.0885052936135861 0.0908441516888303 0.0921923816718834 0.0906038163818166 0.0887224500138522 0.0896820267389148 0.0890551016518834 0.0908072296630042 0.0910876687039574 0.0899646709319439 0.0882704448202121 0.0867700753500059 0.0881116805557084 0.0888738720262425 0.0895955948840573 0.0873436974068675 0.0877203283834468 0.0854672534051936 0.0878175408251116 0.0921444303964843 0.0911367880300861 0.0905355328172005 0.0933984867199846 0.091983287563773 0.0879867649646633 0.0868496460019746 0.087272134085722 0.0867537086382277 0.0896277179304899 0.0895289639361018 0.0916307508585304 0.0920843551921281 0.0885781845575487 0.0858618176063124 0.084902064713198 0.0844919611149164 0.0861725038672388 0.0858522636980845 0.0919422915357458 0.0919974215938935 0.0901570697655226 0.0866859158607828 0.0865563687444208 0.0859738749998707 0.0846134437161038 0.0867386552467991 0.0894674677319814 0.0916687968494218 0.092670045209841 0.0894787614929599 0.0882481532887301 0.0869557882773263 0.0892492511078078 0.087586784417163 0.0879684990575114 0.0892567565339414 0.0937704157727858 0.0944525340490888 0.0951132550833191 0.0936660927036752 0.092125533620413 0.0894898663502768 0.087662891493113 0.0878196866114518 0.0913232768344781 0.0912811132311067 0.0906350448394026 0.0888127542608321 0.0903478259313465 0.0886789993676965 0.0876644213280236 0.0886207110218215 0.0878695991452543 0.0929432642244668 0.0930684384399119 0.0947793239217198 0.0961985414438352
339.06 0.0870853067256808 0.0850924440014036 0.0868155616136237 0.0912512374213688 0.0915093369330559 0.0926554167440896 0.0903568677299864 0.0894498755117372 0.0879492275101794 0.0873774227582724 0.0866469692319434 0.0863659945013962 0.0891865706831613 0.0918720102864658 0.093700637702028 0.0948148447289207 0.0939478703527445 0.0926856871575379 0.0908950898903601 0.0896166118958788 0.0890109027536013 0.0917144708304957 0.0916054819852114 0.095055179999952 0.0975770583105712 0.0970971110038143 0.0967008849042527 0.0963176029908294 0.094930540160521 0.0941092459912736 0.0953311196289157 0.0967585964585379 0.0969442992807253 0.0963961992836221 0.0933023341099267 0.0924741836349428 0.0917466422429165 0.093994180549557 0.0923963900528147 0.0936991014303362 0.0916616059710371 0.0936988600824922 0.0966656818838024 0.0977872775196549 0.0989883795669991 0.100518516015167 0.0947454092363232 0.0955829503703227 0.0937539825855023 0.0927282219277529 0.0901228166910489 0.0942107551319609 0.0970329009203678 0.0979175386657026 0.0974905237153579 0.0949073437863342 0.0910053890430265 0.0910544269999231 0.0891636000304923 0.0895955869892642 0.0923189033724936 0.0957266580881766 0.0976659323186251 0.0946565733576283 0.093155333673577 0.0907472874197897 0.0923951492720698 0.0922142855828407 0.0917717552736738 0.0927078664040882 0.0965917188272703 0.0988485639743363 0.0978720895560882 0.0951809545161883 0.0922345866498872 0.0934022533703438 0.0934865449894685 0.0937671994051449 0.094448083851193 0.0985727561513181 0.0994777647910276 0.0984462947561084 0.0963131603688066 0.0969401777161866 0.0942283937529878 0.0939731808451466 0.0934645041716954 0.0945837624699915 0.0961652874375796 0.0966061843148741 0.0955919395963396 0.0950406629991423 0.0925614936199703 0.092920193012515 0.0928776291201324 0.0941346168372774 0.0982771986456892 0.100974770585742 0.101938480926303 0.102320095146736
339.53 0.0853157025017466 0.0838892888429732 0.0860104836667365 0.0879815901294957 0.0883622336248343 0.0929773714843847 0.0907819917112928 0.0874484831077473 0.0881708247786165 0.0854598501120139 0.0829949919521286 0.0865288261565604 0.0871776222935999 0.0895867359715998 0.0929438254519045 0.0936797982961118 0.0931240334796324 0.0905196000748933 0.090739048445268 0.0885561324693627 0.0890617305680197 0.0894131224841175 0.092665901300155 0.0932744039931852 0.0957400433697119 0.095691051641886 0.0943926320251212 0.0951284833111886 0.0941302761421189 0.0939645855359671 0.0959418162688252 0.096263810282977 0.0974371364105124 0.0953985880858986 0.0926790175764703 0.0889662002669392 0.0916549316153607 0.0914515740994642 0.091177297734645 0.0923486153235442 0.0916837640648075 0.0942080269285533 0.0942105436848506 0.0962854418893614 0.0972668776182185 0.0976709198573396 0.0963157875329608 0.0924991199109002 0.0934846905596398 0.0938453430729188 0.0899228120209311 0.0954512071472191 0.0966381956112158 0.0976789039914516 0.0945796203908196 0.0935579908457975 0.0915349379902555 0.0908128011552792 0.0896247981545507 0.0890542834527669 0.090964552866646 0.0949443929581102 0.0972131385925467 0.0960975643004366 0.0938108073690854 0.0912156260402536 0.0896034412710113 0.0897317535788098 0.0907117322401867 0.0930209532856392 0.095568944461905 0.0964829473813459 0.0992806765274782 0.0939270597580148 0.0938674498687047 0.0937176362298735 0.0929378707644374 0.0913489303095794 0.0961757805522825 0.098499458035013 0.100261419798052 0.0996862578365035 0.0971052494641128 0.0958675268444067 0.092733892464825 0.0928763426089115 0.0944060431361679 0.095697293065318 0.0956489327123975 0.0946990339692138 0.0952556952161362 0.0944694530518477 0.0937197303684468 0.0934720090479884 0.0940649443093153 0.0925542345685601 0.0958460973461296 0.100584684431096 0.101641295562585 0.102188992350879
340 0.0860393404105009 0.085506261552538 0.0883882347661309 0.0913801956240505 0.0924366200621218 0.0915470571906306 0.0923149285944285 0.090224419925434 0.0887861175514375 0.0887178068003424 0.0876212922086926 0.088755682039932 0.0887297143923285 0.0915241227254436 0.0949299738364384 0.0972986902865394 0.0952751058069735 0.0911441140989612 0.0916489344088648 0.0901973838817939 0.0890589494693913 0.0907907349497553 0.0946722778868034 0.0965308369670766 0.0981569740196391 0.0982037637822439 0.0983272106684404 0.0973732908708704 0.0954931151018321 0.0957472732760602 0.0960639774077584 0.0995142067593617 0.0971516286547128 0.0964833651648262 0.0958976657407298 0.0941256909881799 0.0937599690402766 0.0940924175434808 0.0939550939373889 0.0938439347970479 0.0916758645587749 0.0951885954342252 0.0963773544355371 0.0974233001350935 0.101639735971466 0.100917200884729 0.100613764014569 0.0949163975321969 0.0941604783717828 0.093471083168515 0.0920991345489085 0.0952487533710344 0.097892519126537 0.0991714075995478 0.0972773307548879 0.0959462588949043 0.0934160745022446 0.0904854511964595 0.0910145911892124 0.0915684846258509 0.0933421177219957 0.0970843476364879 0.101033062884328 0.0978441323410838 0.0964930620831415 0.0943637323052209 0.0931575582649806 0.0923992361512658 0.0947437942485615 0.0945329005489591 0.0964953033054872 0.100802649865449 0.0981888401499356 0.094903761353723 0.0950917598837807 0.0945099093695474 0.0931284046551255 0.0939614150822665 0.0962334427689065 0.100597883155917 0.101121884557843 0.100999502873509 0.100636148108619 0.0974134159499281 0.095772618192644 0.0925122032762961 0.0959866906955724 0.0982446232067104 0.0971169802857386 0.0989280296342896 0.09632319950495 0.0972356592201604 0.0942634287743089 0.0931366405229043 0.0953544945955209 0.0950074220533633 0.0999576192955128 0.100630359383582 0.101861934724774 0.105128215675601
340.47 0.090988438546064 0.0871825514355863 0.0916320960781038 0.0951803594475984 0.0967235223623704 0.0957865237509433 0.0946028608421537 0.0952234726646484 0.0929516976982052 0.0910676654963492 0.0910106117075445 0.090940559007592 0.0926279362655697 0.0957561515052508 0.0996655480061857 0.0996390737639081 0.0996794714065592 0.0946491635451685 0.0935602506194779 0.0939992196668041 0.0931014811698968 0.0944006735334608 0.0963294816823752 0.100042074231884 0.101075461975742 0.100837316184371 0.100678492922324 0.100800142218436 0.0985464823946679 0.0976451999461065 0.100653001558018 0.101635325036829 0.101565510030053 0.099639024065991 0.0995904807876942 0.0983652639599071 0.0981480043692791 0.0989631277112161 0.0989288710363332 0.0981948377085008 0.0981243633656025 0.0993766776610372 0.101808043304237 0.101703908913954 0.101737974978262 0.10358419725985 0.100357426642768 0.0974187308033634 0.0975666357501169 0.0980468346808974 0.0948349462014894 0.0992629172775949 0.102173661614716 0.101696771745279 0.0999948028673646 0.0998460221612833 0.0978075872814203 0.0944365535243455 0.0954376880242321 0.0963876754660358 0.0954419994963077 0.101414927122109 0.102182168262009 0.100530050248368 0.0988405549730446 0.0983490280325705 0.0952075687121185 0.0979640893503885 0.0967832310684665 0.0991724457137309 0.101142543369232 0.101694348373328 0.10316804645396 0.100927085422141 0.0972418483251303 0.0982773508440718 0.0987108822607635 0.0981039333620309 0.101997511344551 0.103458844510673 0.103264809979097 0.104020740424464 0.103804556098386 0.101572941817877 0.100405418636181 0.100687508922661 0.0988154652551917 0.10045764140291 0.101451634508616 0.101313454914486 0.0999695000938083 0.0999476056675005 0.0987501520972194 0.0984357165059413 0.101419396531442 0.100655113833716 0.101955378723354 0.104983545030215 0.107975135842264 0.110035340071231
