1254, 300, 0 
1254, 301, 0 
1254, 302, 0 
1254, 303, 0 
1254, 304, 0 
1254, 305, 0 
1254, 306, 0 
1254, 307, 0 
1254, 308, 0 
1254, 309, 0 
1254, 310, 0 
1254, 311, 0 
1254, 312, 0 
1254, 313, 0 
1254, 314, 0 
1254, 315, 0 
1254, 316, 0 
1254, 317, 0 
1254, 318, 0 
1254, 319, 0.000324868 
1254, 320, 0.00457015 
1254, 321, 0.00871473 
1254, 322, 0.012522 
1254, 323, 0.0161387 
1254, 324, 0.0187505 
1254, 325, 0.0193938 
1254, 326, 0.0190829 
1254, 327, 0.0185076 
1254, 328, 0.0174957 
1254, 329, 0.0162161 
1254, 330, 0.0160169 
1254, 331, 0.0157847 
1254, 332, 0.0150508 
1254, 333, 0.0147857 
1254, 334, 0.0161932 
1254, 335, 0.0187918 
1254, 336, 0.0229986 
1254, 337, 0.0286604 
1254, 338, 0.0345746 
1254, 339, 0.0391463 
1254, 340, 0.0420793 
1254, 341, 0.0436061 
1254, 342, 0.0441119 
1254, 343, 0.044141 
1254, 344, 0.0452865 
1254, 345, 0.0482124 
1254, 346, 0.0522066 
1254, 347, 0.056376 
1254, 348, 0.0606914 
1254, 349, 0.0635388 
1254, 350, 0.0637157 
1254, 351, 0.0614207 
1254, 352, 0.0575436 
1254, 353, 0.0523061 
1254, 354, 0.047179 
1254, 355, 0.0435964 
1254, 356, 0.0421457 
1254, 357, 0.0424377 
1254, 358, 0.0438596 
1254, 359, 0.04537 
1254, 360, 0.0460938 
1254, 361, 0.0455336 
1254, 362, 0.0437432 
1254, 363, 0.0410559 
1254, 364, 0.0377304 
1254, 365, 0.0338256 
1254, 366, 0.0296554 
1254, 367, 0.0258294 
1254, 368, 0.0229346 
1254, 369, 0.021589 
1254, 370, 0.022208 
1254, 371, 0.0244835 
1254, 372, 0.0275635 
1254, 373, 0.0306841 
1254, 374, 0.0329892 
1254, 375, 0.0339249 
1254, 376, 0.0335648 
1254, 377, 0.0321714 
1254, 378, 0.0299558 
1254, 379, 0.0275177 
1254, 380, 0.0254581 
1254, 381, 0.0238553 
1254, 382, 0.0228097 
1254, 383, 0.0224042 
1254, 384, 0.0222543 
1254, 385, 0.0218124 
1254, 386, 0.0211816 
1254, 387, 0.0204182 
1254, 388, 0.0196445 
1254, 389, 0.0192578 
1254, 390, 0.0197705 
1254, 391, 0.0210905 
1254, 392, 0.0231167 
1254, 393, 0.02544 
1254, 394, 0.0275924 
1254, 395, 0.0292087 
1254, 396, 0.0302864 
1254, 397, 0.0308434 
1254, 398, 0.0313371 
1254, 399, 0.0320878 
1254, 400, 0.0330362 
1254, 401, 0.0339085 
1254, 402, 0.0344787 
1254, 403, 0.0343083 
1254, 404, 0.0332271 
1254, 405, 0.0316272 
1254, 406, 0.0300564 
1254, 407, 0.0289528 
1254, 408, 0.0285471 
1254, 409, 0.0289206 
1254, 410, 0.0297009 
1254, 411, 0.0304572 
1254, 412, 0.0309698 
1254, 413, 0.0314239 
1254, 414, 0.0319457 
1254, 415, 0.0326814 
1254, 416, 0.033622 
1254, 417, 0.034514 
1254, 418, 0.0348593 
1254, 419, 0.0343349 
1254, 420, 0.0329444 
1254, 421, 0.0309241 
1254, 422, 0.0286642 
1254, 423, 0.0267409 
1254, 424, 0.0255908 
1254, 425, 0.0252937 
1254, 426, 0.0258188 
1254, 427, 0.0271082 
1254, 428, 0.0287916 
1254, 429, 0.0303728 
1254, 430, 0.0316066 
1254, 431, 0.0324743 
1254, 432, 0.0329851 
1254, 433, 0.0332637 
1254, 434, 0.0336351 
1254, 435, 0.0342406 
1254, 436, 0.0347764 
1254, 437, 0.0347958 
1254, 438, 0.0340932 
1254, 439, 0.0326286 
1254, 440, 0.0304753 
1254, 441, 0.0280508 
1254, 442, 0.0259025 
1254, 443, 0.0243736 
1254, 444, 0.0234999 
1254, 445, 0.0233499 
1254, 446, 0.0238886 
1254, 447, 0.0251214 
1254, 448, 0.0269602 
1254, 449, 0.0292857 
1254, 450, 0.0318117 
1254, 451, 0.0342303 
1254, 452, 0.0360976 
1254, 453, 0.0372593 
1254, 454, 0.0377503 
1254, 455, 0.0377365 
1254, 456, 0.0374931 
1254, 457, 0.0373232 
1254, 458, 0.0372377 
1254, 459, 0.0372132 
1254, 460, 0.0372457 
1254, 461, 0.0371612 
1254, 462, 0.0368472 
1254, 463, 0.0364487 
1254, 464, 0.0359785 
1254, 465, 0.035468 
1254, 466, 0.0350856 
1254, 467, 0.0349982 
1254, 468, 0.0351132 
1254, 469, 0.0356085 
1254, 470, 0.0363723 
1254, 471, 0.0371887 
1254, 472, 0.0378224 
1254, 473, 0.0382786 
1254, 474, 0.0383882 
1254, 475, 0.0383557 
1254, 476, 0.038457 
1254, 477, 0.0389079 
1254, 478, 0.0396987 
1254, 479, 0.0407206 
1254, 480, 0.041746 
1254, 481, 0.0425355 
1254, 482, 0.043004 
1254, 483, 0.0432533 
1254, 484, 0.0435594 
1254, 485, 0.0441178 
1254, 486, 0.0450301 
1254, 487, 0.0461603 
1254, 488, 0.0472547 
